Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SAMN09462586	100.0	0.02	Neural Network (Specific Model)	11	0.878	67126	310.07120253164555	4678701	0.51	4424	158	153421	None
SAMN09489333	100.0	0.06	Neural Network (Specific Model)	11	0.884	94234	315.11898791885113	4684787	0.51	4387	100	437903	None
SAMN09489515	100.0	0.17	Neural Network (Specific Model)	11	0.88	96396	307.3271359933152	5009093	0.51	4787	155	318691	None
SAMN09489517	100.0	0.04	Neural Network (Specific Model)	11	0.878	127923	310.10263864042935	4729655	0.51	4472	112	274201	None
SAMN09489521	100.0	0.13	Neural Network (Specific Model)	11	0.881	107590	313.5107549557149	5055116	0.51	4742	134	315048	None
SAMN09489545	100.0	0.17	Neural Network (Specific Model)	11	0.885	122088	312.6173777082868	4735260	0.51	4477	113	262665	None
SAMN09489549	100.0	0.01	Neural Network (Specific Model)	11	0.879	84199	305.4323210412148	4797742	0.51	4610	174	222057	None
SAMN09489586	100.0	0.15	Neural Network (Specific Model)	11	0.88	143206	311.86531243100023	4809341	0.51	4529	98	533270	None
SAMN09521743	100.0	0.26	Neural Network (Specific Model)	11	0.88	109531	304.959511698881	5100593	0.51	4915	124	310184	None
SAMN09521748	100.0	0.18	Neural Network (Specific Model)	11	0.88	147458	309.5555101206297	5151705	0.51	4891	128	361002	None
SAMN09545002	100.0	0.19	Neural Network (Specific Model)	11	0.877	93558	301.5144440047487	5205847	0.51	5054	179	210750	None
SAMN09545008	100.0	0.06	Neural Network (Specific Model)	11	0.878	149558	306.66496054595865	4906132	0.51	4689	152	351615	None
SAMN09545063	100.0	0.11	Neural Network (Specific Model)	11	0.878	193420	308.3060924369748	5006449	0.51	4760	120	492733	None
SAMN09624583	100.0	0.49	Neural Network (Specific Model)	11	0.881	167845	314.5529699938763	5240760	0.5	4899	102	575923	None
SAMN09624588	100.0	0.34	Neural Network (Specific Model)	11	0.877	62660	302.43595646714107	4934660	0.51	4778	241	152309	None
SAMN09633444	100.0	0.1	Neural Network (Specific Model)	11	0.882	149161	311.2856830601093	4838683	0.51	4575	127	616663	None
SAMN09633452	100.0	0.09	Neural Network (Specific Model)	11	0.879	102827	309.49095937034673	4955357	0.51	4701	152	313009	None
SAMN09633453	100.0	0.39	Neural Network (Specific Model)	11	0.873	111954	304.5454178441663	5176307	0.51	4954	163	278971	None
SAMN09633454	100.0	1.34	Neural Network (Specific Model)	11	0.883	196224	310.58878127522195	5221128	0.51	4956	107	870218	None
SAMN09651204	100.0	0.52	Neural Network (Specific Model)	11	0.871	80241	295.7883707759109	5387393	0.51	5297	309	321668	None
SAMN09666291	100.0	0.16	Neural Network (Specific Model)	11	0.884	199231	309.148057758796	5149712	0.5	4917	131	432321	None
SAMN09666293	100.0	0.26	Neural Network (Specific Model)	11	0.873	77906	292.2875194401244	5159379	0.51	5144	369	262261	None
SAMN09666295	100.0	0.01	Neural Network (Specific Model)	11	0.884	87391	312.5134529147982	4719871	0.51	4460	122	257622	None
SAMN09693148	100.0	0.17	Neural Network (Specific Model)	11	0.876	126996	301.6393571148569	5263405	0.51	5102	189	425562	None
SAMN09693149	100.0	0.47	Neural Network (Specific Model)	11	0.879	87409	303.9826961770624	5149813	0.51	4970	212	254844	None
SAMN09693210	100.0	0.12	Neural Network (Specific Model)	11	0.877	87551	310.27140721759554	4961880	0.51	4683	187	287877	None
SAMN09725155	100.0	0.1	Neural Network (Specific Model)	11	0.883	350409	317.801392992824	5105334	0.51	4738	61	771822	None
SAMN09725172	100.0	0.27	Neural Network (Specific Model)	11	0.873	104197	287.7252686180067	5326847	0.5	5398	346	376965	None
SAMN09725174	100.0	0.16	Neural Network (Specific Model)	11	0.881	188480	311.9198697068404	4885529	0.51	4605	104	643326	None
SAMN09725185	100.0	0.3	Neural Network (Specific Model)	11	0.88	89861	306.23834616943657	5139058	0.51	4934	170	317961	None
SAMN09725194	100.0	0.07	Neural Network (Specific Model)	11	0.878	169243	308.9730969760167	5052331	0.51	4795	128	463237	None
SAMN09726412	100.0	0.6	Neural Network (Specific Model)	11	0.878	153502	291.2598701526584	5659198	0.5	5699	246	501153	None
SAMN09741906	100.0	0.02	Neural Network (Specific Model)	11	0.878	88271	309.0033489618218	4722882	0.51	4479	134	198110	None
SAMN09741908	100.0	0.18	Neural Network (Specific Model)	11	0.88	111794	308.48277365896206	4815615	0.51	4586	156	257858	None
SAMN09742387	100.0	0.13	Neural Network (Specific Model)	11	0.879	93912	308.8109612502676	4916920	0.51	4671	156	189634	None
SAMN09756546	100.0	0.23	Neural Network (Specific Model)	11	0.878	149203	310.95785194694054	4957317	0.5	4674	88	431000	None
SAMN09756550	100.0	0.18	Neural Network (Specific Model)	11	0.875	95338	306.11965294592414	5191879	0.51	4956	213	246857	None
SAMN09780228	100.0	0.07	Neural Network (Specific Model)	11	0.88	88411	311.96729297146834	4579319	0.51	4311	149	295959	None
SAMN09784429	100.0	0.1	Neural Network (Specific Model)	11	0.883	88864	312.30292716133425	4667407	0.51	4407	130	261762	None
SAMN09828448	100.0	0.28	Neural Network (Specific Model)	11	0.879	74381	310.8395034360452	4777650	0.51	4511	146	234400	None
SAMN09828465	100.0	0.1	Neural Network (Specific Model)	11	0.881	97279	313.58525450810316	4672333	0.51	4381	149	245278	None
SAMN09828469	100.0	0.45	Neural Network (Specific Model)	11	0.88	202509	305.48070866141734	5282890	0.51	5080	148	567337	None
SAMN09828473	100.0	0.02	Neural Network (Specific Model)	11	0.881	185734	312.58949023130475	4730130	0.51	4453	94	597733	None
SAMN09849959	100.0	0.12	Neural Network (Specific Model)	11	0.88	136083	312.4566644037113	4699365	0.51	4419	103	332244	None
SAMN09917919	100.0	0.34	Neural Network (Specific Model)	11	0.884	82854	301.16789883268484	5245807	0.51	5140	199	289386	None
SAMN09954439	100.0	0.37	Neural Network (Specific Model)	11	0.877	66963	299.83245767659076	5263468	0.5	5139	272	204317	None
SAMN09954463	100.0	0.14	Neural Network (Specific Model)	11	0.886	167535	312.13390928725704	4887521	0.51	4630	119	574345	None
SAMN09954465	100.0	0.67	Neural Network (Specific Model)	11	0.883	165048	313.10215858089333	4971281	0.51	4679	97	438466	None
SAMN09980186	100.0	0.17	Neural Network (Specific Model)	11	0.877	77522	300.0961617829137	4968171	0.51	4846	215	243737	None
SAMN09980188	100.0	0.13	Neural Network (Specific Model)	11	0.881	135471	313.3746931488507	4774223	0.51	4481	112	420230	None
SAMN09980189	100.0	0.15	Neural Network (Specific Model)	11	0.878	64470	297.7688764269978	5068480	0.51	4993	260	240977	None
SAMN09980197	100.0	0.1	Neural Network (Specific Model)	11	0.883	110611	313.80482941958354	4806706	0.51	4514	117	278715	None
SAMN09980198	100.0	0.13	Neural Network (Specific Model)	11	0.874	100278	307.3778488604558	5265488	0.51	5002	214	329383	None
SAMN09980200	100.0	0.84	Neural Network (Specific Model)	11	0.889	78046	312.175704989154	5333452	0.51	5071	162	235944	None
SAMN09980201	100.0	0.06	Neural Network (Specific Model)	11	0.879	83679	300.4767489711934	4977503	0.51	4860	173	265974	None
SAMN10034789	100.0	0.25	Neural Network (Specific Model)	11	0.882	116384	316.04062153163153	4835188	0.51	4505	113	262013	None
SAMN10034803	100.0	0.02	Neural Network (Specific Model)	11	0.875	92185	310.4278801843318	4609340	0.51	4340	142	334845	None
SAMN10057138	100.0	0.09	Neural Network (Specific Model)	11	0.873	101329	306.12290008841734	4748560	0.51	4524	131	314810	None
SAMN10057139	100.0	0.21	Neural Network (Specific Model)	11	0.881	136657	309.3884832046735	5041768	0.51	4793	141	348859	None
SAMN10057143	100.0	0.17	Neural Network (Specific Model)	11	0.882	68801	310.12276785714283	4719891	0.51	4480	142	188924	None
SAMN10097130	100.0	0.1	Neural Network (Specific Model)	11	0.879	112159	314.09160977758205	4857765	0.51	4541	140	300781	None
SAMN10142236	100.0	0.03	Neural Network (Specific Model)	11	0.883	185425	311.53819444444446	4868951	0.51	4608	100	456669	None
SAMN10142504	100.0	0.05	Neural Network (Specific Model)	11	0.878	97203	313.13737373737376	4755823	0.51	4455	113	258241	None
SAMN10142507	100.0	0.31	Neural Network (Specific Model)	11	0.879	115187	311.21289485071395	4901577	0.51	4622	137	271269	None
SAMN10220963	100.0	0.12	Neural Network (Specific Model)	11	0.874	92802	304.57342657342656	5072380	0.51	4862	186	347456	None
SAMN10220966	100.0	0.18	Neural Network (Specific Model)	11	0.875	162266	303.4568611339359	5056447	0.5	4868	123	444316	None
SAMN10220969	100.0	0.1	Neural Network (Specific Model)	11	0.878	97585	295.8612739351309	5164258	0.51	5118	276	339887	None
SAMN10220973	100.0	0.24	Neural Network (Specific Model)	11	0.87	98188	302.7329727564103	5199735	0.51	4992	249	247848	None
SAMN10220977	100.0	1.17	Neural Network (Specific Model)	11	0.878	281230	306.9580910366954	5219275	0.5	4987	124	402430	None
SAMN10220980	100.0	1.09	Neural Network (Specific Model)	11	0.879	281361	308.76578039374874	5181598	0.51	4927	115	632041	None
SAMN10220981	100.0	0.09	Neural Network (Specific Model)	11	0.873	126573	303.79486652977414	5073063	0.5	4870	221	438154	None
SAMN10220984	100.0	0.09	Neural Network (Specific Model)	11	0.879	140524	308.59827622451127	4999801	0.51	4757	143	542101	None
SAMN10220987	100.0	0.87	Neural Network (Specific Model)	11	0.87	87148	288.58006644518275	5980679	0.51	6020	459	332302	None
SAMN10221005	100.0	0.59	Neural Network (Specific Model)	11	0.878	120606	305.71235365361326	5167927	0.51	4954	128	328781	None
SAMN10221020	100.0	0.09	Neural Network (Specific Model)	11	0.878	211069	310.77240303165405	4757915	0.51	4486	108	478797	None
SAMN10221046	100.0	0.1	Neural Network (Specific Model)	11	0.879	87605	309.9528281750267	4948737	0.51	4685	185	258444	None
SAMN10221083	100.0	0.87	Neural Network (Specific Model)	11	0.878	194104	310.3619514273541	4969910	0.5	4694	131	374401	None
SAMN10221092	100.0	0.9	Neural Network (Specific Model)	11	0.883	720735	311.68474646716544	5085574	0.5	4812	54	1226849	None
SAMN10221093	100.0	1.9	Neural Network (Specific Model)	11	0.878	197124	297.3065335753176	5586411	0.5	5510	192	346596	None
SAMN10221096	100.0	2.61	Neural Network (Specific Model)	11	0.876	98577	307.277661397829	5515702	0.5	5251	223	239334	None
SAMN10221103	100.0	1.16	Neural Network (Specific Model)	11	0.883	182415	311.616776665957	4964453	0.51	4697	94	629956	None
SAMN10221118	100.0	0.84	Neural Network (Specific Model)	11	0.881	121712	303.9923316062176	4984628	0.51	4825	153	281243	None
SAMN10221122	100.0	0.48	Neural Network (Specific Model)	11	0.88	148548	307.6572964034725	5065975	0.51	4838	116	640529	None
SAMN10221125	100.0	0.21	Neural Network (Specific Model)	11	0.877	196732	303.3989959839357	5157745	0.51	4980	172	550534	None
SAMN10221126	100.0	0.21	Neural Network (Specific Model)	11	0.874	130795	309.1970663265306	4985292	0.51	4704	130	465173	None
SAMN10221130	100.0	0.19	Neural Network (Specific Model)	11	0.876	150677	308.5315503552027	5050886	0.51	4786	127	628669	None
SAMN10221141	100.0	0.18	Neural Network (Specific Model)	11	0.878	219700	312.3341116535767	5022017	0.51	4711	107	374066	None
SAMN10221148	100.0	0.04	Neural Network (Specific Model)	11	0.879	94539	300.33184945366247	5058445	0.51	4942	237	328433	None
SAMN10221152	100.0	0.07	Neural Network (Specific Model)	11	0.876	81029	305.92849086397473	4637917	0.51	4433	168	236173	None
SAMN10221158	100.0	0.31	Neural Network (Specific Model)	11	0.88	256871	311.94946004319655	4917124	0.51	4630	148	381942	None
SAMN10221159	100.0	0.31	Neural Network (Specific Model)	11	0.877	82929	306.58301158301157	4881439	0.51	4662	188	217079	None
SAMN10221164	100.0	0.11	Neural Network (Specific Model)	11	0.88	363288	311.2990867579909	5102861	0.51	4818	75	599052	None
SAMN10221236	100.0	1.12	Neural Network (Specific Model)	11	0.881	246047	309.2202684817546	5562426	0.5	5289	129	686801	None
SAMN10221247	100.0	0.06	Neural Network (Specific Model)	11	0.881	204278	311.8643773092806	4876819	0.51	4601	86	416142	None
SAMN10221248	100.0	0.23	Neural Network (Specific Model)	11	0.884	90280	310.1257572592438	5027167	0.51	4787	154	199896	None
SAMN10221260	100.0	0.1	Neural Network (Specific Model)	11	0.877	119248	308.3004766031196	4860412	0.51	4616	128	357348	None
SAMN10221261	100.0	0.48	Neural Network (Specific Model)	11	0.876	145297	308.68647256882554	5328764	0.5	5049	133	471157	None
SAMN10221280	100.0	0.1	Neural Network (Specific Model)	11	0.875	176102	303.33952736820845	5138153	0.51	4951	163	460672	None
SAMN10221282	100.0	0.0	Neural Network (Specific Model)	11	0.88	112668	307.72319093286836	4805876	0.51	4588	128	365664	None
SAMN10221291	100.0	0.15	Neural Network (Specific Model)	11	0.881	82720	299.5734973219599	5133310	0.51	5041	213	312867	None
SAMN10221296	100.0	0.15	Neural Network (Specific Model)	11	0.879	120986	306.0605995255553	4836029	0.51	4637	143	283327	None
SAMN10221318	100.0	1.11	Neural Network (Specific Model)	11	0.881	293399	306.1849357011635	5100321	0.5	4899	174	483185	None
SAMN10221319	100.0	0.21	Neural Network (Specific Model)	11	0.877	58964	298.7082423038729	5136716	0.51	5035	246	279058	None
SAMN10221327	100.0	1.29	Neural Network (Specific Model)	11	0.881	109607	303.4366051047935	4968462	0.51	4819	197	442983	None
SAMN10221367	100.0	0.09	Neural Network (Specific Model)	11	0.88	154819	311.51206669591926	4830713	0.51	4558	93	392259	None
SAMN10221431	100.0	0.02	Neural Network (Specific Model)	11	0.878	67266	298.13419405320815	5197467	0.51	5112	263	232658	None
SAMN10221439	100.0	0.66	Neural Network (Specific Model)	11	0.883	219959	309.94534585824084	4924720	0.51	4684	101	400935	None
SAMN10221440	100.0	0.59	Neural Network (Specific Model)	11	0.879	115779	308.74305555555554	5001036	0.51	4752	140	356019	None
SAMN10221452	100.0	0.26	Neural Network (Specific Model)	11	0.874	111701	297.5134670487106	5334318	0.51	5235	263	345737	None
SAMN10221477	100.0	0.07	Neural Network (Specific Model)	11	0.882	185733	310.03444654484355	5012801	0.51	4761	109	593362	None
SAMN10221483	100.0	1.12	Neural Network (Specific Model)	11	0.88	211379	311.59606432501056	5009210	0.51	4726	68	421441	None
SAMN10221486	100.0	1.13	Neural Network (Specific Model)	11	0.883	140194	312.7129767739186	4975636	0.51	4693	96	387761	None
SAMN10221490	100.0	0.49	Neural Network (Specific Model)	11	0.883	152962	311.41712127570287	5035544	0.51	4766	81	284202	None
SAMN10221491	100.0	1.01	Neural Network (Specific Model)	11	0.878	258744	303.72050925004976	5205742	0.51	5027	103	805330	None
SAMN10221528	100.0	0.8	Neural Network (Specific Model)	11	0.877	120167	302.6714108910891	5009995	0.51	4848	172	453760	None
SAMN10221531	100.0	0.71	Neural Network (Specific Model)	11	0.877	84449	298.5406289765497	5608319	0.5	5501	347	218261	None
SAMN10221534	100.0	0.26	Neural Network (Specific Model)	11	0.873	118794	299.74638100752753	5325790	0.5	5181	145	331959	None
SAMN10221536	100.0	0.11	Neural Network (Specific Model)	11	0.876	139895	309.74376848331224	5011618	0.51	4734	124	757086	None
SAMN10221537	100.0	0.18	Neural Network (Specific Model)	11	0.881	124079	303.76416856964914	4972459	0.51	4817	143	416547	None
SAMN10221548	100.0	0.09	Neural Network (Specific Model)	11	0.874	126645	309.25610287707065	4861819	0.51	4588	122	276366	None
SAMN10221549	100.0	0.19	Neural Network (Specific Model)	11	0.879	309011	307.7956039441249	5102568	0.51	4868	120	444480	None
SAMN10221552	100.0	0.31	Neural Network (Specific Model)	11	0.871	108958	296.10011269722014	5420875	0.51	5324	326	384307	None
SAMN10221557	100.0	0.11	Neural Network (Specific Model)	11	0.879	209910	311.1249195106246	4941551	0.51	4659	106	391818	None
SAMN10221580	100.0	0.11	Neural Network (Specific Model)	11	0.878	189662	305.4454394002499	5001807	0.51	4802	111	637886	None
SAMN10221583	100.0	0.9	Neural Network (Specific Model)	11	0.884	165955	303.0633844927247	5152006	0.51	5017	167	468553	None
SAMN10221586	100.0	0.29	Neural Network (Specific Model)	11	0.873	87674	303.80106209150324	5102975	0.5	4896	204	380365	None
SAMN10221589	100.0	0.17	Neural Network (Specific Model)	11	0.878	153449	309.79216539717083	4853574	0.51	4595	119	393511	None
SAMN10221590	100.0	2.8	Neural Network (Specific Model)	11	0.885	49499	307.33895169578625	5059008	0.5	4865	208	126571	None
SAMN10221594	100.0	1.21	Neural Network (Specific Model)	11	0.882	148103	311.133305030779	4976422	0.51	4711	86	597288	None
SAMN10221608	100.0	0.13	Neural Network (Specific Model)	11	0.87	88320	307.02638859331773	4969201	0.51	4699	176	234958	None
SAMN10221615	100.0	0.35	Neural Network (Specific Model)	11	0.878	244667	312.2294129848579	5131723	0.51	4821	130	447609	None
SAMN10221650	100.0	1.25	Neural Network (Specific Model)	11	0.879	168722	305.4021543985637	5218357	0.5	5013	146	602144	None
SAMN10221655	100.0	0.61	Neural Network (Specific Model)	11	0.88	131183	305.6000420786871	4941057	0.51	4753	146	434534	None
SAMN10221661	100.0	0.19	Neural Network (Specific Model)	11	0.879	79842	305.8155854753162	5109366	0.51	4902	210	270965	None
SAMN09521700	100.0	1.12	Neural Network (Specific Model)	11	0.882	110635	308.4934131736527	5245900	0.51	5010	134	300464	None
SAMN09521702	100.0	0.11	Neural Network (Specific Model)	11	0.886	186631	317.79014052061734	4663008	0.51	4341	65	578926	None
SAMN09521703	100.0	0.1	Neural Network (Specific Model)	11	0.88	202629	309.28598930481286	4922786	0.51	4675	82	426167	None
SAMN09521746	100.0	0.04	Neural Network (Specific Model)	11	0.881	147046	308.9860494610019	4969506	0.51	4731	102	569270	None
SAMN09521752	100.0	0.13	Neural Network (Specific Model)	11	0.885	130956	313.21993281075027	4732456	0.51	4465	117	339370	None
SAMN09725139	100.0	0.45	Neural Network (Specific Model)	11	0.872	97551	292.1838144147335	5668537	0.5	5647	226	256272	None
SAMN09725160	100.0	0.17	Neural Network (Specific Model)	11	0.876	81368	290.1060777651944	5253799	0.51	5298	352	198290	None
SAMN09725173	100.0	0.37	Neural Network (Specific Model)	11	0.875	98790	286.36399855124955	5411996	0.51	5522	427	318996	None
SAMN09725178	100.0	0.86	Neural Network (Specific Model)	11	0.88	140792	304.2677573822825	5187328	0.51	5012	162	493287	None
SAMN09725183	100.0	0.02	Neural Network (Specific Model)	11	0.873	63298	303.327900084674	4913879	0.51	4724	200	236829	None
SAMN09725191	100.0	0.02	Neural Network (Specific Model)	11	0.883	124548	313.6706710853355	5138275	0.51	4828	140	298652	None
SAMN09725195	100.0	0.06	Neural Network (Specific Model)	11	0.876	131783	303.8860157219694	5023600	0.51	4834	158	392694	None
SAMN09725208	100.0	0.71	Neural Network (Specific Model)	11	0.883	138839	312.2192229038855	5181208	0.51	4890	144	463792	None
SAMN09726411	100.0	0.29	Neural Network (Specific Model)	11	0.885	311193	299.9291162790698	5453366	0.51	5375	114	886118	None
SAMN09726418	100.0	0.15	Neural Network (Specific Model)	11	0.879	105700	304.9540298507463	5218612	0.5	5025	172	324555	None
SAMN09728987	100.0	0.24	Neural Network (Specific Model)	11	0.879	206166	300.89385898407886	5411206	0.51	5276	181	614409	None
SAMN09730234	100.0	0.09	Neural Network (Specific Model)	11	0.881	104651	312.3862235915493	4824733	0.51	4544	142	253279	None
SAMN09742378	100.0	0.26	Neural Network (Specific Model)	11	0.881	92402	309.5613382899628	4813479	0.51	4573	146	330358	None
SAMN09742384	100.0	0.32	Neural Network (Specific Model)	11	0.875	87176	301.2867362722351	5335361	0.51	5172	211	243710	None
SAMN09756542	100.0	0.2	Neural Network (Specific Model)	11	0.878	99527	306.52257781674706	4771706	0.51	4562	203	234623	None
SAMN09780226	100.0	0.07	Neural Network (Specific Model)	11	0.872	97928	298.4401046909603	5090381	0.5	4967	205	394902	None
SAMN09780227	100.0	0.13	Neural Network (Specific Model)	11	0.879	105598	307.99004149377595	5058000	0.51	4820	155	394505	None
SAMN09784433	100.0	0.14	Neural Network (Specific Model)	11	0.88	55701	294.04452255418863	5123036	0.51	5121	329	204372	None
SAMN09828447	100.0	0.13	Neural Network (Specific Model)	11	0.873	47928	301.6719411633608	4645052	0.51	4487	237	191006	None
SAMN09828461	100.0	0.37	Neural Network (Specific Model)	11	0.877	76797	306.69166500895165	5265569	0.51	5027	219	220276	None
SAMN09828462	100.0	0.12	Neural Network (Specific Model)	11	0.883	138927	309.51749619647904	4830847	0.51	4601	116	378268	None
SAMN09828463	100.0	0.48	Neural Network (Specific Model)	11	0.878	118090	304.57328015952146	5208288	0.51	5015	197	327770	None
SAMN09828467	100.0	0.16	Neural Network (Specific Model)	11	0.88	82280	307.6051652440359	4781797	0.51	4569	183	274269	None
SAMN09828470	100.0	0.25	Neural Network (Specific Model)	11	0.882	77513	310.38125	4722625	0.51	4480	170	219940	None
SAMN09849958	100.0	0.15	Neural Network (Specific Model)	11	0.884	147762	313.6456442831216	4685032	0.51	4408	103	379156	None
SAMN09849962	100.0	0.07	Neural Network (Specific Model)	11	0.882	134829	307.20715789473684	4951826	0.51	4750	118	502129	None
SAMN09849964	100.0	0.07	Neural Network (Specific Model)	11	0.875	100341	309.91773111063003	4899839	0.51	4619	146	264022	None
SAMN09849966	100.0	0.43	Neural Network (Specific Model)	11	0.879	79868	307.5230152027027	4960151	0.51	4736	189	340501	None
SAMN09849970	100.0	0.12	Neural Network (Specific Model)	11	0.879	82003	306.0587734241908	4898590	0.51	4696	178	198142	None
SAMN09866597	100.0	0.02	Neural Network (Specific Model)	11	0.879	118795	312.4732700763712	4601600	0.51	4321	126	311428	None
SAMN09866598	100.0	0.07	Neural Network (Specific Model)	11	0.878	95280	311.3368465430017	5037944	0.51	4744	176	224424	None
SAMN09914039	100.0	0.24	Neural Network (Specific Model)	11	0.879	346220	309.93519483225674	5065162	0.51	4799	59	568020	None
SAMN09914040	100.0	0.22	Neural Network (Specific Model)	11	0.883	218284	314.81672240802675	4789605	0.51	4485	91	361004	None
SAMN09914104	100.0	0.11	Neural Network (Specific Model)	11	0.878	110624	308.86109403810696	5140398	0.51	4881	144	412309	None
SAMN09914106	100.0	0.15	Neural Network (Specific Model)	11	0.88	134787	310.7177677998717	4946943	0.51	4677	109	390614	None
SAMN09917917	100.0	0.14	Neural Network (Specific Model)	11	0.879	97810	313.44380602160425	4646466	0.51	4351	151	262658	None
SAMN09917918	100.0	0.33	Neural Network (Specific Model)	11	0.877	95544	307.25444957152274	4774268	0.51	4551	142	218820	None
SAMN09980187	100.0	0.14	Neural Network (Specific Model)	11	0.875	143172	302.230877052463	5166431	0.51	4994	239	411808	None
SAMN09980192	100.0	0.28	Neural Network (Specific Model)	11	0.88	95704	310.98493651818376	4921181	0.51	4647	144	246468	None
SAMN09980202	100.0	0.08	Neural Network (Specific Model)	11	0.879	83588	306.255500207555	5028961	0.51	4818	164	269507	None
SAMN10034790	100.0	0.3	Neural Network (Specific Model)	11	0.878	81332	304.87010676156586	5261334	0.51	5058	242	187013	None
SAMN10034795	100.0	0.1	Neural Network (Specific Model)	11	0.883	168606	314.5441478439425	4674070	0.51	4383	89	568801	None
SAMN10034809	100.0	0.18	Neural Network (Specific Model)	11	0.883	88312	310.96049806784026	4913997	0.51	4658	153	290099	None
SAMN10034810	100.0	0.18	Neural Network (Specific Model)	11	0.878	74525	302.8982433590403	4825490	0.51	4668	198	179154	None
SAMN10057140	100.0	0.11	Neural Network (Specific Model)	11	0.884	226361	317.44247996228194	4564133	0.51	4242	81	428438	None
SAMN10078810	100.0	0.08	Neural Network (Specific Model)	11	0.881	110285	303.60881707560344	5171563	0.51	5013	133	555554	None
SAMN10078812	100.0	0.77	Neural Network (Specific Model)	11	0.884	116583	307.83964451313756	5400333	0.51	5176	171	347494	None
SAMN10078813	100.0	0.1	Neural Network (Specific Model)	11	0.877	98157	303.61230585424136	5208678	0.51	5022	188	268418	None
SAMN10078819	100.0	0.08	Neural Network (Specific Model)	11	0.883	112340	309.27462560641214	4971278	0.51	4741	132	341531	None
SAMN10118346	100.0	1.39	Neural Network (Specific Model)	11	0.877	64036	295.86208875286917	5280124	0.51	5228	254	200981	None
SAMN10129925	100.0	0.13	Neural Network (Specific Model)	11	0.881	70994	310.17308515190416	4930583	0.51	4674	180	234858	None
SAMN10129930	100.0	0.07	Neural Network (Specific Model)	11	0.878	72168	308.63544700873854	4696560	0.51	4463	147	212729	None
SAMN10142232	100.0	0.22	Neural Network (Specific Model)	11	0.883	252795	311.4486731125283	5134488	0.51	4861	179	678727	None
SAMN10142234	100.0	0.1	Neural Network (Specific Model)	11	0.878	112056	304.0530200038842	5341716	0.51	5149	216	500821	None
SAMN10142493	100.0	0.19	Neural Network (Specific Model)	11	0.882	132792	310.64028776978415	4982027	0.51	4726	102	578483	None
SAMN10142497	100.0	0.18	Neural Network (Specific Model)	11	0.88	146344	309.82738095238096	4962406	0.5	4704	90	387730	None
SAMN10142510	100.0	0.14	Neural Network (Specific Model)	11	0.883	156149	312.1710076857387	4961228	0.51	4684	100	358003	None
SAMN10220958	100.0	0.25	Neural Network (Specific Model)	11	0.873	257014	306.6823480432972	5052728	0.5	4804	195	409948	None
SAMN10220959	100.0	0.18	Neural Network (Specific Model)	11	0.876	159135	310.3907572141462	4889356	0.51	4609	105	606135	None
SAMN10220964	100.0	0.19	Neural Network (Specific Model)	11	0.873	125858	298.3544474393531	5315249	0.5	5194	167	382957	None
SAMN10220970	100.0	0.19	Neural Network (Specific Model)	11	0.877	124542	304.51120418848166	4965908	0.51	4775	153	674007	None
SAMN10220978	100.0	0.97	Neural Network (Specific Model)	11	0.883	336027	312.6517551369863	4952774	0.5	4672	90	633091	None
SAMN10220979	100.0	0.36	Neural Network (Specific Model)	11	0.877	107764	307.18520757758967	5204109	0.5	4962	198	345475	None
SAMN10220983	100.0	0.21	Neural Network (Specific Model)	11	0.884	387987	318.6739380022962	4702166	0.51	4355	59	892419	None
SAMN10220986	100.0	0.54	Neural Network (Specific Model)	11	0.874	122229	303.820054656296	4950672	0.5	4757	157	411283	None
SAMN10221010	100.0	0.13	Neural Network (Specific Model)	11	0.882	140995	308.4038859032658	5065237	0.51	4838	129	420225	None
SAMN10221011	100.0	0.61	Neural Network (Specific Model)	11	0.876	314789	311.31102531102533	4963078	0.51	4662	104	609369	None
SAMN10221016	100.0	1.03	Neural Network (Specific Model)	11	0.881	118605	308.04962153069806	4980448	0.51	4756	147	417614	None
SAMN10221017	100.0	0.1	Neural Network (Specific Model)	11	0.872	149341	306.08439425051336	5118486	0.5	4870	120	630700	None
SAMN10221019	100.0	0.48	Neural Network (Specific Model)	11	0.877	112727	307.634306869601	5105565	0.51	4862	159	279041	None
SAMN10221021	100.0	0.44	Neural Network (Specific Model)	11	0.875	175719	296.7995005351409	5695359	0.5	5606	251	431503	None
SAMN10221026	100.0	0.05	Neural Network (Specific Model)	11	0.878	101764	307.3097814555485	4938257	0.51	4713	194	291839	None
SAMN10221045	100.0	0.86	Neural Network (Specific Model)	11	0.88	109217	310.13231552162847	4977590	0.51	4716	158	263927	None
SAMN10221069	100.0	0.1	Neural Network (Specific Model)	11	0.876	67991	296.1501225490196	4954337	0.51	4896	239	184749	None
SAMN10221070	100.0	0.08	Neural Network (Specific Model)	11	0.879	77396	312.18764146672703	4697717	0.51	4418	158	212085	None
SAMN10221071	100.0	0.06	Neural Network (Specific Model)	11	0.882	135908	305.25987048255695	4962856	0.51	4787	180	596795	None
SAMN10221072	100.0	0.29	Neural Network (Specific Model)	11	0.878	147694	304.5266565939996	4809856	0.51	4633	145	428990	None
SAMN10221074	100.0	1.16	Neural Network (Specific Model)	11	0.882	267994	310.7985880398671	5081022	0.51	4816	94	535061	None
