target_genome	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	n_contigs_genome	n_hits_genome	median_pid_genome	median_cov_genome	mean_n_hits.blast	n_hits_genome_category	bakta.n_hits_genome	has_tra_hit	n.multihit.genes	bakta.n_distinct_hits	bakta.n_hits_genome_category	is.functional	n.distinct.func.genes	n.func.genes	is.functional.noreg	n.distinct.func.genes.noreg	n.func.genes.noreg	n.distinct.MPF_GENES	has_mandatory	has_relaxase	is.functional.coluzzi.3	is.functional.coluzzi.6	is.functional.coluzzi.12	mob_classification_coluzzi	mob_classification	functional_category	n_MPF_types	n_relaxase_types	n_virb4_types	n_t4cp_types	MOBC.n_genes	MOBF.n_genes	MOBH.n_genes	MOBP1.n_genes	virb4.n_genes	MPF_F.n_genes	MPF_I.n_genes	MPF_T.n_genes	MOBQ.n_genes	MPF_G.n_genes	MOBV.n_genes	MOBC.n_distinct_genes	MOBF.n_distinct_genes	MOBH.n_distinct_genes	MOBP1.n_distinct_genes	virb4.n_distinct_genes	MPF_F.n_distinct_genes	MPF_I.n_distinct_genes	MPF_T.n_distinct_genes	MOBQ.n_distinct_genes	MPF_G.n_distinct_genes	MOBV.n_distinct_genes	n.nonF_relaxase_types	n.nonF_MPF_types	n.replicons	n.incF.replicons	has.incF_replicon
SAMN02442789	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	A	5625	ST10 Cplx	6	Yes	2013	1	32	99.305	100	0.888888888888889	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	3	1	0	NA	1	1	1	1	10	NA	NA	NA	NA	NA	NA	1	1	1	1	10	NA	NA	NA	NA	NA	2	0	7	2	TRUE
SAMN02442771	2013-02-01	35.2	-111.5	Poultry	Food	Turkey	B1	3580	NA	7	Yes	2013	14	55	98.901	100	1.52777777777778	[40,110]	42	1	11	31	[36,84]	FALSE	22	30	FALSE	19	24	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	3	1	0	NA	1	1	1	2	27	15	NA	NA	NA	NA	NA	1	1	1	1	12	15	NA	NA	NA	NA	2	1	7	4	TRUE
SAMN02442797	2013-04-01	35.2	-111.5	Poultry	Food	Turkey	A	2524	NA	2	Yes	2013	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	1	0	0	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	1	16	0	FALSE
SAMN02442775	2013-02-01	35.2	-111.5	Poultry	Food	Turkey	A	34	ST10 Cplx	4	Yes	2013	3	35	98.936	100	0.972222222222222	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	1	1	0	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	0	1	5	3	TRUE
SAMN02442806	2013-04-01	35.2	-111.5	Poultry	Food	Turkey	A	48	ST10 Cplx	3	Yes	2013	1	34	98.8405	100	0.944444444444444	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	2	2	11	NA	7	NA	NA	NA	NA	1	NA	1	1	10	NA	6	NA	NA	NA	1	1	2	1	TRUE
SAMN02442781	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	B1	58	ST155 Cplx	3	Yes	2013	1	35	98.936	100	0.972222222222222	[30,40)	35	1	0	35	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	11	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	3	2	TRUE
SAMN02442772	2013-02-01	35.2	-111.5	Poultry	Food	Turkey	B1	3580	NA	7	Yes	2013	14	56	98.854	100	1.55555555555556	[40,110]	41	1	10	31	[36,84]	FALSE	22	29	FALSE	19	23	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	3	1	0	NA	1	1	1	2	27	15	NA	NA	NA	NA	NA	1	1	1	1	12	15	NA	NA	NA	NA	2	1	7	4	TRUE
SAMN02442791	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	D	1914	NA	8	Yes	2013	1	35	98.936	100	0.972222222222222	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	3	1	0	NA	1	NA	1	2	10	15	5	1	NA	NA	NA	1	NA	1	1	10	15	5	1	NA	NA	2	2	7	2	TRUE
SAMN02442788	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	B1	1582	NA	3	Yes	2013	1	36	98.3695	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	11	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	3	2	TRUE
SAMN02442831	2013-02-01	35.2	-111.5	Poultry	Food	Turkey	D	501	NA	0	No	2013	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	FALSE
SAMN02442796	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	B1	1582	NA	3	Yes	2013	1	36	98.3695	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	11	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	3	2	TRUE
SAMN02442795	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	B1	2320	NA	4	Yes	2013	2	34	98.9825	100	0.944444444444444	[30,40)	32	1	2	30	[23,36)	FALSE	22	23	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	2	1	0	NA	1	NA	2	1	10	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	4	3	TRUE
SAMN02442786	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	B1	58	ST155 Cplx	3	Yes	2013	1	35	98.936	100	0.972222222222222	[30,40)	35	1	0	35	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	2	1	11	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	3	2	TRUE
SAMN02442792	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	D	973	NA	5	Yes	2013	1	34	98.8405	100	0.944444444444444	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	1	2	2	21	15	NA	NA	NA	NA	NA	1	1	1	1	12	15	NA	NA	NA	NA	2	1	4	1	TRUE
SAMN02442784	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	B1	58	ST155 Cplx	3	Yes	2013	1	35	98.936	100	0.972222222222222	[30,40)	35	1	0	35	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	11	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	3	2	TRUE
SAMN02628588	2013-07-01	35.20105	-91.8318334	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	1	32	99.502	100	0.888888888888889	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	10	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	4	2	TRUE
SAMN02628695	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	A	399	ST399 Cplx	3	No	2013	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	3	1	1	0	NA	NA	1	NA	1	12	1	1	NA	NA	NA	NA	NA	1	NA	1	9	1	1	NA	NA	NA	1	2	2	0	FALSE
SAMN02628696	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	2	Yes	2013	1	33	98.497	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	2	1	0	NA	1	NA	1	1	13	15	1	NA	NA	NA	NA	1	NA	1	1	10	15	1	NA	NA	NA	1	2	2	1	TRUE
SAMN02628686	2013-07-01	45.253783	-69.4454689	Poultry	Food	Chicken	B1	5521	NA	2	No	2013	1	33	98.626	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	11	4	NA	NA	NA	NA	NA	1	NA	1	1	10	4	NA	NA	NA	NA	1	1	3	1	TRUE
SAMN02628685	2013-07-01	41.2033216	-77.1945247	Poultry	Food	Chicken	A	399	ST399 Cplx	5	No	2013	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	3	1	0	1	NA	1	2	3	11	NA	13	NA	NA	NA	1	NA	1	1	1	9	NA	8	NA	NA	NA	3	1	7	2	TRUE
SAMN02628690	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	A	10	ST10 Cplx	4	Yes	2013	1	34	98.373	100	0.944444444444444	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	3	1	13	27	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	5	2	TRUE
SAMN02628687	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	A	1286	ST10 Cplx	3	Yes	2013	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	0	1	0	NA	NA	NA	NA	1	2	NA	8	NA	NA	NA	NA	NA	NA	NA	1	1	NA	6	NA	NA	NA	0	1	6	1	TRUE
SAMN02628672	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	A	541	ST522 Cplx	7	No	2013	3	54	98.2025	100	1.5	[40,110]	51	1	22	28	[36,84]	TRUE	23	45	TRUE	20	40	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	2	NA	2	1	21	NA	1	1	NA	NA	NA	1	NA	1	1	10	NA	1	1	NA	NA	2	1	7	3	TRUE
SAMN02628671	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	B1	5583	NA	7	Yes	2013	1	32	98.9695	100	0.888888888888889	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	1	1	2	20	15	NA	NA	NA	NA	NA	1	1	1	1	12	15	NA	NA	NA	NA	2	1	15	2	TRUE
SAMN02628702	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	B1	212	NA	3	Yes	2013	1	32	98.8825	100	0.888888888888889	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	2	10	NA	7	NA	NA	NA	NA	1	NA	1	1	10	NA	6	NA	NA	NA	1	1	4	2	TRUE
SAMN02628680	2013-07-01	40.0583238	-74.4056612	Poultry	Food	Chicken	D	4243	NA	6	Yes	2013	1	31	97.661	100	0.861111111111111	[30,40)	28	1	0	28	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	4	2	1	0	NA	1	1	NA	2	20	1	1	NA	21	NA	NA	1	1	NA	1	11	1	1	NA	18	NA	1	3	5	2	TRUE
SAMN02628691	2013-07-01	44.0682019	-114.7420408	Poultry	Food	Chicken	A	2542	NA	6	Yes	2013	1	35	98.936	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	1	1	11	15	NA	1	NA	NA	NA	1	NA	1	1	10	15	NA	1	NA	NA	2	1	7	3	TRUE
SAMN02628688	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	1141	ST10 Cplx	4	Yes	2013	18	70	98.387	100	1.94444444444444	[40,110]	52	1	20	32	[36,84]	FALSE	22	36	FALSE	19	31	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	2	1	0	NA	2	NA	1	3	22	15	2	NA	NA	NA	NA	1	NA	1	1	11	15	2	NA	NA	NA	1	2	4	3	TRUE
SAMN02628701	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	A	399	ST399 Cplx	2	No	2013	1	1	52.778	49.315	0.0277777777777778	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	1	0	0	NA	NA	NA	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	1	2	1	TRUE
SAMN02628683	2013-07-01	31.9685988	-99.9018131	Poultry	Food	Chicken	D	720	NA	3	Yes	2013	1	32	98.9185	100	0.888888888888889	[30,40)	30	1	1	29	[23,36)	FALSE	22	23	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	2	1	0	1	1	NA	NA	2	11	NA	4	NA	NA	NA	1	1	NA	NA	1	10	NA	3	NA	NA	NA	1	1	4	1	TRUE
SAMN02628684	2013-07-01	34.0489281	-111.0937311	Poultry	Food	Chicken	A	48	ST10 Cplx	5	Yes	2013	1	34	98.542	100	0.944444444444444	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	11	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	5	1	TRUE
SAMN02628700	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	10	ST10 Cplx	3	Yes	2013	21	63	98.347	100	1.75	[40,110]	45	1	15	30	[36,84]	FALSE	21	30	FALSE	18	25	11	FALSE	0	FALSE	FALSE	FALSE	mobless	mobless	incomplete	3	2	1	0	NA	3	NA	1	2	25	15	1	NA	NA	NA	NA	1	NA	1	1	11	15	1	NA	NA	NA	1	2	3	2	TRUE
SAMN02628676	2013-07-01	31.9685988	-99.9018131	Poultry	Food	Chicken	A	399	ST399 Cplx	4	No	2013	1	24	76.7595	98.5335	0.666666666666667	[5,30)	26	1	1	25	[23,36)	FALSE	21	22	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	3	3	1	0	NA	1	1	NA	2	11	NA	3	1	17	NA	NA	1	1	NA	1	11	NA	3	1	17	NA	2	2	3	2	TRUE
SAMN02628645	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	58	ST155 Cplx	2	No	2013	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	1	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	15	NA	NA	NA	NA	1	1	1	0	FALSE
SAMN02628651	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	C	88	ST23 Cplx	4	Yes	2013	1	36	98.4415	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	1	0	0	NA	NA	NA	1	NA	1	15	NA	NA	NA	NA	NA	NA	NA	1	NA	1	15	NA	NA	NA	NA	1	1	14	2	TRUE
SAMN02628640	2013-07-01	35.20105	-91.8318334	Poultry	Food	Chicken	A	1850	NA	2	No	2013	1	33	99.485	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN02628650	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	A	2040	NA	7	Yes	2013	1	36	98.9	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	2	1	12	30	NA	2	NA	NA	NA	1	NA	1	1	10	15	NA	1	NA	NA	2	1	6	2	TRUE
SAMN02628665	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	A	5366	NA	3	No	2013	1	2	99.858	99.1195	0.0555555555555556	[0,5)	1	1	0	1	[0,5)	FALSE	1	1	FALSE	1	1	1	FALSE	0	FALSE	FALSE	FALSE	mobless	mobless	missing	1	2	1	0	NA	NA	NA	1	1	NA	NA	7	2	NA	NA	NA	NA	NA	1	1	NA	NA	6	1	NA	NA	2	1	5	0	FALSE
SAMN02628667	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	B1	3580	NA	3	Yes	2013	1	35	98.936	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN02628659	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	F	117	NA	5	Yes	2013	1	32	99.0695	100	0.888888888888889	[30,40)	30	1	0	30	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	1	1	0	NA	1	NA	NA	2	10	NA	1	NA	18	NA	NA	1	NA	NA	1	10	NA	1	NA	18	NA	0	2	4	3	TRUE
SAMN02628664	2013-07-01	40.7127753	-74.0059728	Poultry	Food	Chicken	B2	420	NA	3	No	2013	1	36	98.4415	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	NA	1	12	NA	NA	1	NA	NA	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	1	0	3	2	TRUE
SAMN02628666	2013-07-01	39.5500507	-105.7820674	Poultry	Food	Chicken	B1	155	ST155 Cplx	4	Yes	2013	1	35	98.936	100	0.972222222222222	[30,40)	35	1	0	35	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	2	1	0	NA	1	NA	1	2	13	15	8	NA	NA	NA	NA	1	NA	1	1	10	15	7	NA	NA	NA	1	2	5	3	TRUE
SAMN02628657	2013-07-01	27.6648274	-81.5157535	Poultry	Food	Chicken	D	349	ST349 Cplx	4	Yes	2013	1	33	99.24	100	0.916666666666667	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	2	1	10	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	4	2	TRUE
SAMN02628661	2013-07-01	45.253783	-69.4454689	Poultry	Food	Chicken	A	1638	ST10 Cplx	2	Yes	2013	1	36	99.4685	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	2	1	10	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	3	2	TRUE
SAMN02628660	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B2	95	ST95 Cplx	4	Yes	2013	1	35	98.864	100	0.972222222222222	[30,40)	33	1	0	33	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	3	TRUE
SAMN02628662	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	B1	297	NA	3	No	2013	2	36	98.9	100	1	[30,40)	33	1	0	33	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	4	3	TRUE
SAMN02628669	2013-07-01	44.3148443	-85.6023643	Poultry	Food	Chicken	B2	355	ST73 Cplx	4	Yes	2013	1	36	98.3695	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	4	3	TRUE
SAMN02628647	2013-07-01	41.8780025	-93.097702	Poultry	Food	Chicken	A	409	NA	4	No	2013	1	2	99.8105	99.1195	0.0555555555555556	[0,5)	1	1	0	1	[0,5)	FALSE	1	1	FALSE	1	1	1	FALSE	0	FALSE	FALSE	FALSE	mobless	mobless	missing	2	2	1	0	1	NA	NA	1	2	3	NA	10	NA	NA	NA	1	NA	NA	1	1	1	NA	7	NA	NA	NA	2	1	3	2	TRUE
SAMN02628629	2013-07-01	44.0682019	-114.7420408	Poultry	Food	Chicken	F	117	NA	2	Yes	2013	1	32	99.0695	100	0.888888888888889	[30,40)	30	1	0	30	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN02628627	2013-07-01	44.0682019	-114.7420408	Poultry	Food	Chicken	B1	155	ST155 Cplx	4	Yes	2013	14	55	98.387	99.772	1.52777777777778	[40,110]	38	1	9	29	[36,84]	FALSE	21	28	FALSE	19	26	11	TRUE	1	TRUE	TRUE	FALSE	conj	mob	incomplete	2	2	1	0	NA	3	NA	1	1	16	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	4	3	TRUE
SAMN02628631	2013-07-01	31.9685988	-99.9018131	Poultry	Food	Chicken	B1	2607	NA	3	No	2013	1	32	99.502	100	0.888888888888889	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	2	TRUE
SAMN02628630	2013-07-01	40.6331249	-89.3985283	Poultry	Food	Chicken	B1	5378	NA	5	Yes	2013	4	29	98.765	100	0.805555555555556	[5,30)	28	1	1	27	[23,36)	FALSE	22	23	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	2	1	0	NA	1	NA	NA	2	13	NA	7	1	NA	NA	NA	1	NA	NA	1	11	NA	6	1	NA	NA	1	1	4	1	TRUE
SAMN02628628	2013-07-01	44.0682019	-114.7420408	Poultry	Food	Chicken	B1	602	ST446 Cplx	4	Yes	2013	1	35	98.936	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	11	14	NA	NA	NA	NA	NA	1	NA	1	1	10	14	NA	NA	NA	NA	1	1	5	3	TRUE
SAMN02628636	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	A	3764	NA	3	Yes	2013	11	60	98.402	100	1.66666666666667	[40,110]	61	1	23	35	[36,84]	TRUE	23	46	TRUE	20	41	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	2	NA	1	2	27	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	86	3	TRUE
SAMN02628635	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	F	117	NA	5	Yes	2013	2	35	98.936	100	0.972222222222222	[30,40)	36	1	3	32	[36,84]	TRUE	23	26	TRUE	20	22	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	10	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	4	3	TRUE
SAMN02628613	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	A	2040	NA	4	Yes	2013	1	36	98.9	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	12	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	5	2	TRUE
SAMN02628611	2013-07-01	34.0489281	-111.0937311	Poultry	Food	Chicken	A	3202	NA	3	No	2013	3	27	98.361	100	0.75	[5,30)	27	1	0	27	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	2	1	0	NA	1	NA	NA	1	14	NA	NA	1	NA	NA	NA	1	NA	NA	1	11	NA	NA	1	NA	NA	1	0	3	0	FALSE
SAMN02628616	2013-07-01	41.2033216	-77.1945247	Poultry	Food	Chicken	B1	155	ST155 Cplx	5	No	2013	4	37	98.077	100	1.02777777777778	[30,40)	36	1	4	32	[36,84]	TRUE	23	26	TRUE	20	23	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	2	1	0	NA	3	NA	1	1	12	NA	6	NA	2	NA	NA	1	NA	1	1	10	NA	6	NA	2	NA	1	2	10	3	TRUE
