target_genome	target	n_hits_contig	median_pid	median_cov	contig_seq_len	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	genome_contig
154	SAMN02442824	contig_14	35	99.038	100	73125	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	F	1319	NA	5	Yes	2013	SAMN02442824_contig_14
155	SAMN02442826	contig_56	34	98.8405	100	57963	2013-02-01	35.2	-111.5	Poultry	Food	Turkey	A	1638	ST10 Cplx	6	Yes	2013	SAMN02442826_contig_56
156	SAMN02442827	contig_154	34	98.8405	100	57963	2013-02-01	35.2	-111.5	Poultry	Food	Turkey	A	1638	ST10 Cplx	6	Yes	2013	SAMN02442827_contig_154
157	SAMN02442830	contig_55	35	98.936	100	65616	2013-04-01	35.2	-111.5	Poultry	Food	Turkey	B1	58	ST155 Cplx	2	No	2013	SAMN02442830_contig_55
158	SAMN02442835	contig_132	34	98.987	100	46249	2013-04-01	35.2	-111.5	Poultry	Food	Turkey	A	540	NA	2	Yes	2013	SAMN02442835_contig_132
159	SAMN02442840	contig_82	4	95.747	98.889	25176	2013-02-01	35.2	-111.5	Poultry	Food	Turkey	B1	58	ST155 Cplx	4	Yes	2013	SAMN02442840_contig_82
160	SAMN02442840	contig_96	31	98.864	100	27767	2013-02-01	35.2	-111.5	Poultry	Food	Turkey	B1	58	ST155 Cplx	4	Yes	2013	SAMN02442840_contig_96
161	SAMN02442841	contig_51	33	98.936	100	66449	2013-04-01	35.2	-111.5	Poultry	Food	Turkey	A	10	ST10 Cplx	2	Yes	2013	SAMN02442841_contig_51
162	SAMN02442844	contig_109	34	98.855	100	36869	2013-04-01	35.2	-111.5	Poultry	Food	Turkey	A	540	NA	5	Yes	2013	SAMN02442844_contig_109
163	SAMN02442848	contig_49	35	98.936	100	48523	2013-01-01	35.2	-111.5	Poultry	Food	Turkey	B1	345	NA	4	Yes	2013	SAMN02442848_contig_49
164	SAMN02442850	contig_156	3	99.81	100	27730	2013-01-01	35.2	-111.5	Poultry	Food	Turkey	A	3889	ST206 Cplx	7	Yes	2013	SAMN02442850_contig_156
165	SAMN02442850	contig_206	5	98.747	100	11782	2013-01-01	35.2	-111.5	Poultry	Food	Turkey	A	3889	ST206 Cplx	7	Yes	2013	SAMN02442850_contig_206
166	SAMN02442850	contig_71	25	98.901	100	20534	2013-01-01	35.2	-111.5	Poultry	Food	Turkey	A	3889	ST206 Cplx	7	Yes	2013	SAMN02442850_contig_71
167	SAMN02442851	contig_150	35	98.936	100	54430	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	C	88	ST23 Cplx	6	Yes	2013	SAMN02442851_contig_150
168	SAMN02442852	contig_130	3	52.667	97.905	30497	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	B1	58	ST155 Cplx	9	Yes	2013	SAMN02442852_contig_130
169	SAMN02442852	contig_65	35	98.864	100	41005	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	B1	58	ST155 Cplx	9	Yes	2013	SAMN02442852_contig_65
170	SAMN02442858	contig_146	19	98.936	100	19898	2013-04-01	35.2	-111.5	Poultry	Food	Turkey	C	369	ST23 Cplx	2	Yes	2013	SAMN02442858_contig_146
171	SAMN02442860	contig_101	30	98.83	100	48466	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	A	10	ST10 Cplx	6	Yes	2013	SAMN02442860_contig_101
172	SAMN02442863	contig_16	1	100	49.462	13076	2013-04-01	35.2	-111.5	Poultry	Food	Turkey	F	457	NA	6	Yes	2013	SAMN02442863_contig_16
173	SAMN02442865	contig_65	36	99.1005	100	71897	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	A	540	NA	6	Yes	2013	SAMN02442865_contig_65
174	SAMN02442866	contig_77	5	99.425	100	20374	2013-03-01	35.2	-111.5	Poultry	Food	Turkey	B1	345	NA	7	Yes	2013	SAMN02442866_contig_77
175	SAMN02442867	contig_18	36	98.522	100	47554	2013-04-01	35.2	-111.5	Poultry	Food	Turkey	A	744	ST10 Cplx	4	Yes	2013	SAMN02442867_contig_18
176	SAMN02628536	contig_127	9	99.746	100	37545	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	B1	101	ST101 Cplx	2	No	2013	SAMN02628536_contig_127
177	SAMN02628537	contig_111	20	98.424	100	21821	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_111
178	SAMN02628537	contig_176	2	95.7505	58.1515	4146	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_176
179	SAMN02628537	contig_197	1	55.172	39.726	585	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_197
180	SAMN02628537	contig_23	2	92.1815	94.9995	6312	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_23
181	SAMN02628537	contig_25	2	97.7305	32.99	548	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_25
182	SAMN02628537	contig_39	1	54.545	45.205	987	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_39
183	SAMN02628537	contig_49	2	96.058	65.1325	2159	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_49
184	SAMN02628537	contig_55	2	93.7055	96.844	8241	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_55
185	SAMN02628537	contig_57	5	97.521	100	6740	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_57
186	SAMN02628537	contig_73	3	99.598	100	1700	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_73
187	SAMN02628537	contig_89	5	99.213	100	5040	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_89
188	SAMN02628537	contig_99	1	99.552	91.156	3435	2013-07-01	47.7510741	-120.7401385	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628537_contig_99
189	SAMN02628542	contig_130	3	99.248	100	15285	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	B1	57	ST350 Cplx	3	Yes	2013	SAMN02628542_contig_130
190	SAMN02628542	contig_29	7	98.936	99.038	4217	2013-07-01	30.9842977	-91.9623327	Poultry	Food	Chicken	B1	57	ST350 Cplx	3	Yes	2013	SAMN02628542_contig_29
191	SAMN02628543	contig_94	33	99.125	100	53977	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	F	117	NA	3	No	2013	SAMN02628543_contig_94
192	SAMN02628545	contig_107	32	99.0695	100	38097	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	E	5281	NA	3	Yes	2013	SAMN02628545_contig_107
193	SAMN02628546	contig_112	7	97.727	100	4172	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_112
194	SAMN02628546	contig_113	3	99.519	69.435	2698	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_113
195	SAMN02628546	contig_116	1	100	34.894	985	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_116
196	SAMN02628546	contig_128	1	100	62.112	603	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_128
197	SAMN02628546	contig_137	3	98.684	90.608	877	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_137
198	SAMN02628546	contig_14	2	82.143	58.962	744	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_14
199	SAMN02628546	contig_146	2	88.8515	72.0545	713	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_146
200	SAMN02628546	contig_148	2	98.387	60.2025	945	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_148
201	SAMN02628546	contig_154	2	99.1305	70.7445	762	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_154
202	SAMN02628546	contig_157	1	99.66	31.277	1013	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_157
203	SAMN02628546	contig_17	1	100	61.257	1610	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_17
204	SAMN02628546	contig_176	3	97.044	99.753	33668	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_176
205	SAMN02628546	contig_178	3	98.936	100	1765	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_178
206	SAMN02628546	contig_180	1	82.979	48.454	393	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_180
207	SAMN02628546	contig_189	4	99.0565	100	3387	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_189
208	SAMN02628546	contig_192	4	98.8685	100	3453	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_192
209	SAMN02628546	contig_195	7	99.525	100	7483	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_195
210	SAMN02628546	contig_2	1	99.429	66.54	527	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_2
211	SAMN02628546	contig_3	1	100	41.7	659	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_3
212	SAMN02628546	contig_38	2	98.5175	72.4695	714	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_38
213	SAMN02628546	contig_45	6	99.4185	74.2025	8222	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_45
214	SAMN02628546	contig_69	1	100	34.894	985	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_69
215	SAMN02628546	contig_72	2	98.718	93.3335	1089	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_72
216	SAMN02628546	contig_75	1	100	79.65	1092	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_75
217	SAMN02628546	contig_83	2	98.727	69.355	1178	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_83
218	SAMN02628546	contig_93	2	98.2065	69.355	1178	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_93
219	SAMN02628546	contig_95	2	95.744	85.065	3080	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_95
220	SAMN02628546	contig_97	7	97.727	100	5397	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_97
221	SAMN02628546	contig_99	2	91.8925	96.9935	7450	2013-07-01	37.8393332	-84.2700179	Poultry	Food	Chicken	F	3258	NA	3	Yes	2013	SAMN02628546_contig_99
222	SAMN02628548	contig_50	31	99.18	100	56224	2013-07-01	35.20105	-91.8318334	Poultry	Food	Chicken	B1	156	ST156 Cplx	4	Yes	2013	SAMN02628548_contig_50
223	SAMN02628551	contig_106	30	98.868	100	80860	2013-07-01	34.0489281	-111.0937311	Poultry	Food	Chicken	A	48	ST10 Cplx	4	Yes	2013	SAMN02628551_contig_106
224	SAMN02628553	contig_12	1	54.545	45.205	32180	2013-07-01	40.0583238	-74.4056612	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628553_contig_12
225	SAMN02628553	contig_134	3	95.567	99.753	11658	2013-07-01	40.0583238	-74.4056612	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628553_contig_134
226	SAMN02628553	contig_23	3	95.312	95.062	7529	2013-07-01	40.0583238	-74.4056612	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628553_contig_23
227	SAMN02628553	contig_65	3	99.599	60.669	7754	2013-07-01	40.0583238	-74.4056612	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628553_contig_65
228	SAMN02628553	contig_70	4	97.162	99.597	24931	2013-07-01	40.0583238	-74.4056612	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628553_contig_70
229	SAMN02628553	contig_77	4	99.3335	100	24640	2013-07-01	40.0583238	-74.4056612	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628553_contig_77
230	SAMN02628553	contig_85	6	99.3025	76.3785	2335	2013-07-01	40.0583238	-74.4056612	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628553_contig_85
231	SAMN02628553	contig_88	23	99.095	100	24802	2013-07-01	40.0583238	-74.4056612	Poultry	Food	Chicken	C	23	ST23 Cplx	5	Yes	2013	SAMN02628553_contig_88
232	SAMN02628554	contig_59	35	98.936	100	73233	2013-07-01	41.8780025	-93.097702	Poultry	Food	Chicken	B1	4162	ST155 Cplx	3	Yes	2013	SAMN02628554_contig_59
233	SAMN02628555	contig_41	13	97.238	100	23060	2013-07-01	44.0682019	-114.7420408	Poultry	Food	Chicken	B2	131	ST131 Cplx	7	Yes	2013	SAMN02628555_contig_41
234	SAMN02628555	contig_79	24	98.747	100	22151	2013-07-01	44.0682019	-114.7420408	Poultry	Food	Chicken	B2	131	ST131 Cplx	7	Yes	2013	SAMN02628555_contig_79
235	SAMN02628556	contig_108	6	98.747	83.456	2578	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_108
236	SAMN02628556	contig_110	1	99.331	62.947	900	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_110
237	SAMN02628556	contig_111	7	98.413	100	3667	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_111
238	SAMN02628556	contig_112	3	100	100	7159	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_112
239	SAMN02628556	contig_124	1	100	51.075	530	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_124
240	SAMN02628556	contig_13	5	98.827	91.304	2570	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_13
241	SAMN02628556	contig_131	4	98.855	100	2423	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_131
242	SAMN02628556	contig_138	2	99.755	66.9435	919	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_138
243	SAMN02628556	contig_139	4	99.267	100	1939	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_139
244	SAMN02628556	contig_157	5	99.18	100	3964	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_157
245	SAMN02628556	contig_165	3	100	44.348	1013	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_165
246	SAMN02628556	contig_172	2	90.7965	66.5325	3031	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_172
247	SAMN02628556	contig_187	2	99.468	56.014	983	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_187
248	SAMN02628556	contig_201	6	99.4005	100	5907	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_201
249	SAMN02628556	contig_207	1	82.192	31.947	566	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_207
250	SAMN02628556	contig_37	1	99.666	62.947	900	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_37
251	SAMN02628556	contig_43	2	99.4185	70.158	919	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_43
252	SAMN02628556	contig_45	2	98.553	85.934	7121	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_45
253	SAMN02628556	contig_47	2	95.0135	86.6995	1442	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_47
254	SAMN02628556	contig_60	3	93.069	50.725	3026	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_60
255	SAMN02628556	contig_71	2	90.2345	84.453	2409	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_71
256	SAMN02628556	contig_94	4	99.624	100	2599	2013-07-01	36.778261	-119.4179324	Poultry	Food	Chicken	B1	162	ST469 Cplx	6	Yes	2013	SAMN02628556_contig_94
257	SAMN02628557	contig_10	1	100	42.232	582	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_10
258	SAMN02628557	contig_102	2	90.377	96.9935	9830	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_102
259	SAMN02628557	contig_105	3	90.083	99.18	1362	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_105
260	SAMN02628557	contig_108	2	98.722	51.306	1050	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_108
261	SAMN02628557	contig_110	4	99.6325	100	1609	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_110
262	SAMN02628557	contig_111	1	100	40	218	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_111
263	SAMN02628557	contig_119	1	100	31.677	308	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_119
264	SAMN02628557	contig_12	6	98.9825	100	2713	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_12
265	SAMN02628557	contig_122	8	94.7955	100	5571	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_122
266	SAMN02628557	contig_131	2	99.2275	80.6975	1323	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_131
267	SAMN02628557	contig_132	2	95.5445	99.63	9646	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_132
268	SAMN02628557	contig_134	1	98.077	100	1015	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_134
269	SAMN02628557	contig_138	2	99.074	32.99	528	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_138
270	SAMN02628557	contig_148	1	100	38.14	250	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_148
271	SAMN02628557	contig_154	3	99.861	100	6028	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_154
272	SAMN02628557	contig_161	3	98.496	62.514	2161	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_161
273	SAMN02628557	contig_163	3	98.63	80.702	2041	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_163
274	SAMN02628557	contig_166	3	100	94.474	3327	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_166
275	SAMN02628557	contig_169	1	100	75.238	476	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_169
276	SAMN02628557	contig_173	1	100	73.422	1327	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_173
277	SAMN02628557	contig_182	1	100	56.893	1060	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_182
278	SAMN02628557	contig_20	3	98.352	100	3147	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_20
279	SAMN02628557	contig_24	2	99.2525	76.0535	6143	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_24
280	SAMN02628557	contig_27	1	98.837	100	805	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_27
281	SAMN02628557	contig_34	1	98.953	41.794	582	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_34
282	SAMN02628557	contig_45	3	98.795	62.514	2161	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_45
283	SAMN02628557	contig_47	5	87.324	100	2384	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_47
284	SAMN02628557	contig_58	2	91.686	72.5965	3354	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_58
285	SAMN02628557	contig_73	1	99.537	45.474	649	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_73
286	SAMN02628557	contig_87	2	99.0035	62.0835	1073	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	949	ST155 Cplx	4	Yes	2013	SAMN02628557_contig_87
287	SAMN02628558	contig_93	4	95.813	98.889	16454	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	101	ST101 Cplx	3	No	2013	SAMN02628558_contig_93
288	SAMN02628558	contig_98	31	98.936	100	44458	2013-07-01	39.0457549	-76.6412712	Poultry	Food	Chicken	B1	101	ST101 Cplx	3	No	2013	SAMN02628558_contig_98
289	SAMN02628559	contig_116	1	99.664	33.749	1787	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_116
290	SAMN02628559	contig_131	2	94.401	94.9385	14630	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_131
291	SAMN02628559	contig_132	1	100	82.313	366	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_132
292	SAMN02628559	contig_150	6	97.694	100	3216	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_150
293	SAMN02628559	contig_16	6	98.1785	100	4443	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_16
294	SAMN02628559	contig_163	1	100	53.022	581	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_163
295	SAMN02628559	contig_170	1	100	39.13	569	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_170
296	SAMN02628559	contig_179	2	90.707	91.9315	8313	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_179
297	SAMN02628559	contig_190	3	100	62.366	1181	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_190
298	SAMN02628559	contig_217	2	98.4975	81.3895	2283	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_217
299	SAMN02628559	contig_222	2	90.954	72.5965	3354	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_222
300	SAMN02628559	contig_244	3	98.817	94.474	3327	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_244
301	SAMN02628559	contig_257	1	100	62.801	1141	2013-07-01	32.3182314	-86.902298	Poultry	Food	Chicken	B1	58	ST155 Cplx	4	Yes	2013	SAMN02628559_contig_257
