target_genome	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	n_contigs_genome	n_hits_genome	median_pid_genome	median_cov_genome
756	SAMN09489590	2018-01-01	43.7844397	-88.7878678	Swine	Livestock	Swine	B1	641	ST86 Cplx	5	Yes	2018	1	15	99.18	100
757	SAMN09489586	2018-01-01	37.8393332	-84.2700179	Poultry	Poultry	Chicken	B1	155	ST155 Cplx	1	No	2018	1	25	99.038	100
758	SAMN09521703	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	B1	101	ST101 Cplx	3	Yes	2018	1	6	94.8645	96.9935
759	SAMN09521702	2018-01-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	B1	3022	NA	0	Yes	2018	0	0	0	0
760	SAMN09521751	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	297	NA	3	No	2018	2	36	98.5905	100
761	SAMN09521700	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B2	131	ST131 Cplx	4	Yes	2018	2	32	99.1275	100
762	SAMN09521755	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	D	1204	NA	0	No	2018	0	0	0	0
763	SAMN09521752	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	1146	NA	0	No	2018	0	0	0	0
764	SAMN09521743	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B1	1308	ST86 Cplx	3	No	2018	3	31	97.744	100
765	SAMN09521748	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	446	ST446 Cplx	1	No	2018	0	0	0	0
766	SAMN09521746	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	B1	906	NA	4	No	2018	3	45	98.63	100
767	SAMN09545008	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2018	1	35	98.936	100
768	SAMN09545009	2018-01-01	39.5500507	-105.7820674	Swine	Livestock	Swine	B1	58	ST155 Cplx	4	Yes	2018	14	48	98.772	100
769	SAMN09545002	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	453	ST86 Cplx	5	Yes	2018	1	35	99.123	100
770	SAMN09545063	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	56	ST155 Cplx	2	No	2018	1	35	98.63	100
771	SAMN09624593	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B1	1727	ST446 Cplx	3	Yes	2018	2	34	99.0305	100
772	SAMN09624588	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	603	NA	4	Yes	2018	3	31	98.864	100
773	SAMN09624584	2018-01-01	46.729553	-94.6858998	Bovine	Livestock	Bovine	A	10	ST10 Cplx	3	Yes	2018	3	12	56.419	91.7345
774	SAMN09624583	2018-01-01	32.1656221	-82.9000751	Bovine	Livestock	Bovine	E	8351	NA	3	Yes	2018	0	0	0	0
775	SAMN09624590	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	A	361	NA	0	No	2018	0	0	0	0
776	SAMN09242612	2017-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	E	6353	NA	3	Yes	2017	4	12	91.1455	100
777	SAMN09242616	2017-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	No	2017	1	2	94.4835	99.8765
778	SAMN09242911	2017-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	No	2017	1	2	94.4835	99.8765
779	SAMN09651204	2018-06-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B1	8405	NA	9	No	2018	1	34	93.7085	100
780	SAMN09633453	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	B1	971	ST155 Cplx	4	Yes	2018	1	18	99.1725	100
781	SAMN09633444	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	B1	4038	NA	4	Yes	2018	1	35	98.684	100
782	SAMN09633454	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B2	8180	ST131 Cplx	5	Yes	2018	2	35	98.864	100
783	SAMN09633452	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	0	Yes	2018	0	0	0	0
784	SAMN09633449	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	10	ST10 Cplx	1	Yes	2018	2	31	98.901	100
785	SAMN09666293	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	301	ST165 Cplx	4	Yes	2018	8	46	99.267	100
786	SAMN09666295	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	B1	156	ST156 Cplx	0	Yes	2018	0	0	0	0
787	SAMN09666291	2018-01-01	35.0077519	-97.092877	Swine	Livestock	Swine	F	457	NA	3	Yes	2018	21	66	99.227	100
788	SAMN09666294	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	154	NA	1	No	2018	1	1	98.413	74.556
789	SAMN09693207	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	B1	20	ST20 Cplx	4	Yes	2018	4	26	97.826	100
790	SAMN09693210	2018-01-01	32.1656221	-82.9000751	Swine	Livestock	Swine	B1	58	ST155 Cplx	6	Yes	2018	2	31	99.125	100
791	SAMN09693148	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	162	ST469 Cplx	2	Yes	2018	1	30	97.8535	100
792	SAMN09693146	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	8421	NA	0	Yes	2018	0	0	0	0
793	SAMN09693149	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	58	ST155 Cplx	4	Yes	2018	1	35	98.936	100
794	SAMN09725160	2013-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B1	294	ST29 Cplx	3	No	2013	2	20	98.377	100
795	SAMN09725140	2013-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	A	342	NA	4	Yes	2013	1	13	97.01	100
796	SAMN09725155	2014-01-01	64.2008413	-149.4936733	Poultry	Poultry	Goose	E	31	ST31 Cplx	1	No	2014	1	33	98.837	100
797	SAMN09725141	2013-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B1	2388	NA	1	No	2013	0	0	0	0
798	SAMN09725178	2014-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	8427	ST446 Cplx	3	No	2014	1	22	93.264	100
799	SAMN09725208	2015-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	E	1152	NA	3	Yes	2015	1	32	99.551	100
800	SAMN09725183	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	A	329	NA	3	Yes	2018	3	10	95.5	99.844
801	SAMN09725185	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	2522	NA	4	Yes	2018	1	35	98.936	100
802	SAMN09725195	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	A	2325	ST467 Cplx	6	Yes	2018	2	33	98.83	100
803	SAMN09725194	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	201	ST469 Cplx	3	Yes	2018	1	35	99.123	100
804	SAMN09725191	2015-01-01	37.8393332	-84.2700179	Bovine	Livestock	Bovine	D	362	NA	2	Yes	2015	13	57	98.795	99.753
805	SAMN09726418	2015-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	B1	641	ST86 Cplx	8	Yes	2015	1	15	98.936	100
806	SAMN09726411	2015-01-01	46.729553	-94.6858998	Poultry	Poultry	Chicken	C	88	ST23 Cplx	1	No	2015	1	31	97.802	100
807	SAMN09726412	2013-01-01	39.5500507	-105.7820674	Swine	Livestock	Swine	B1	6234	NA	10	Yes	2013	8	47	98.63	100
808	SAMN09726415	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	A	1302	NA	7	Yes	2018	16	58	98.988	100
809	SAMN09725139	2013-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	410	ST23 Cplx	9	Yes	2013	2	34	98.636	100
810	SAMN09725173	2014-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	17	ST20 Cplx	4	No	2014	0	0	0	0
811	SAMN09725172	2014-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	16	ST29 Cplx	4	Yes	2014	3	22	98.3285	100
812	SAMN09725174	2014-01-01	47.5514926	-101.0020119	Bovine	Livestock	Bovine	C	88	ST23 Cplx	1	No	2014	0	0	0	0
813	SAMN09730234	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	B1	767	ST155 Cplx	3	Yes	2018	2	35	98.864	100
814	SAMN09727445	2018-01-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	E	118	NA	4	Yes	2018	2	29	98.578	100
815	SAMN09741908	2018-01-01	43.7844397	-88.7878678	Swine	Livestock	Swine	A	3595	NA	1	Yes	2018	0	0	0	0
816	SAMN09742384	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	B1	13	ST13 Cplx	6	No	2018	1	35	99.123	100
817	SAMN09742378	2018-01-01	31.9685988	-99.9018131	Swine	Livestock	Swine	A	898	NA	3	Yes	2018	0	0	0	0
818	SAMN09742387	2018-01-01	31.9685988	-99.9018131	Swine	Livestock	Swine	B1	767	ST155 Cplx	4	Yes	2018	2	33	98.936	100
819	SAMN09741906	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	A	5086	ST206 Cplx	3	No	2018	0	0	0	0
820	SAMN09756546	2018-01-01	39.5500507	-105.7820674	Swine	Livestock	Swine	B1	8434	NA	4	No	2018	1	21	99.038	100
821	SAMN09756542	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	189	ST165 Cplx	1	Yes	2018	0	0	0	0
822	SAMN09756550	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	8431	NA	7	Yes	2018	21	75	99.123	100
823	SAMN09756540	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	B1	8432	NA	0	Yes	2018	0	0	0	0
824	SAMN09728987	2018-01-01	39.011902	-98.4842465	Swine	Livestock	Swine	B1	847	NA	6	Yes	2018	20	57	98.667	97.674
825	SAMN09242600	2017-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	No	2017	1	2	94.4835	99.8765
826	SAMN09242904	2017-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	D	8354	NA	3	No	2017	10	43	98.63	100
827	SAMN09242588	2017-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	No	2017	1	2	94.4835	99.8765
828	SAMN09242649	2017-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	E	11	ST11 Cplx	3	Yes	2017	1	2	94.607	99.8765
829	SAMN09242595	2017-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	No	2017	1	2	94.4835	99.8765
830	SAMN09242645	2017-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	No	2017	1	2	94.4835	99.8765
831	SAMN09780226	2018-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	A	1145	NA	4	Yes	2018	3	35	98.138	100
832	SAMN09780228	2018-01-01	33.836081	-81.1637245	Swine	Livestock	Swine	A	8446	NA	1	Yes	2018	0	0	0	0
833	SAMN09780227	2018-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	B1	162	ST469 Cplx	4	Yes	2018	3	31	98.969	100
834	SAMN09784437	2018-01-01	41.8780025	-93.097702	Bovine	Livestock	Bovine	B1	3602	NA	3	Yes	2018	1	36	99.248	100
835	SAMN09784433	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B1	327	NA	0	Yes	2018	4	30	99.0155	100
836	SAMN09784432	2018-01-01	47.7510741	-120.7401385	Bovine	Livestock	Bovine	B1	8140	NA	1	Yes	2018	0	0	0	0
837	SAMN09784429	2018-01-01	37.4315734	-78.6568942	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2018	0	0	0	0
838	SAMN09828465	2018-01-01	43.7844397	-88.7878678	Swine	Livestock	Swine	B1	7601	NA	5	Yes	2018	0	0	0	0
839	SAMN09828459	2018-01-01	40.6331249	-89.3985283	Bovine	Livestock	Bovine	A	540	NA	3	Yes	2018	0	0	0	0
840	SAMN09828468	2018-01-01	40.7127753	-74.0059728	Bovine	Livestock	Bovine	B1	155	ST155 Cplx	0	Yes	2018	4	32	96.3815	100
841	SAMN09828473	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	10	ST10 Cplx	1	Yes	2018	1	32	99.551	100
842	SAMN09828469	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	C	88	ST23 Cplx	8	Yes	2018	21	73	99.565	100
843	SAMN09828448	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	A	6335	ST165 Cplx	3	Yes	2018	0	0	0	0
844	SAMN09828463	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	C	5440	NA	3	Yes	2018	2	25	98.387	100
845	SAMN09828461	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	C	88	ST23 Cplx	6	No	2018	3	35	98.936	100
846	SAMN09828447	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	1968	ST10 Cplx	4	Yes	2018	2	34	98.8615	100
847	SAMN09828462	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	58	ST155 Cplx	0	No	2018	0	0	0	0
848	SAMN09828467	2018-01-01	32.3182314	-86.902298	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2018	0	0	0	0
849	SAMN09828470	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	8456	NA	2	Yes	2018	0	0	0	0
850	SAMN09828464	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	345	NA	3	Yes	2018	1	17	98.63	100
851	SAMN09849953	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	B1	8463	NA	5	Yes	2018	2	36	98.951	100
852	SAMN09849954	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B1	109	NA	1	Yes	2018	2	32	97.152	100
853	SAMN09849964	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	278	ST278 Cplx	2	No	2018	0	0	0	0
854	SAMN09849966	2018-01-01	40.6331249	-89.3985283	Bovine	Livestock	Bovine	A	10	ST10 Cplx	7	Yes	2018	4	38	99.0305	100
855	SAMN09849962	2018-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	B1	155	ST155 Cplx	1	Yes	2018	1	36	98.7175	100
856	SAMN09849957	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	154	NA	3	No	2018	2	36	98.624	100
857	SAMN09849968	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	20	ST20 Cplx	1	Yes	2018	1	5	98.178	100
858	SAMN09849958	2018-01-01	47.7510741	-120.7401385	Bovine	Livestock	Bovine	A	10	ST10 Cplx	2	No	2018	0	0	0	0
859	SAMN09849959	2018-01-01	40.7127753	-74.0059728	Swine	Livestock	Swine	A	7696	NA	1	Yes	2018	0	0	0	0
860	SAMN09849970	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	542	NA	4	Yes	2018	2	30	98.7445	100
861	SAMN09849965	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	B1	58	ST155 Cplx	4	Yes	2018	2	34	98.747	100
862	SAMN09242644	2017-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	E	11	ST11 Cplx	1	No	2017	1	2	94.4835	99.8765
863	SAMN09866597	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	744	ST10 Cplx	1	Yes	2018	0	0	0	0
864	SAMN09866598	2018-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	B1	58	ST155 Cplx	4	Yes	2018	5	36	98.936	100
865	SAMN09914106	2018-01-01	43.1938516	-71.5723953	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2018	1	33	99.24	100
866	SAMN09914104	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	58	ST155 Cplx	7	Yes	2018	1	33	99.24	100
867	SAMN09914040	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B1	446	ST446 Cplx	0	No	2018	0	0	0	0
868	SAMN09914039	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	C	88	ST23 Cplx	3	Yes	2018	1	33	99.24	100
869	SAMN09917917	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	1114	ST165 Cplx	3	Yes	2018	2	35	98.859	100
870	SAMN09917918	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	10	ST10 Cplx	3	Yes	2018	1	2	97.6205	62.2685
871	SAMN09917919	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	641	ST86 Cplx	6	Yes	2018	1	31	98.901	100
872	SAMN09980200	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	F	8496	NA	3	Yes	2018	3	31	97.872	100
873	SAMN09980201	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2018	0	0	0	0
874	SAMN09980197	2018-01-01	31.9685988	-99.9018131	Swine	Livestock	Swine	B1	4038	NA	3	Yes	2018	2	36	98.951	100
875	SAMN09980189	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	6031	NA	3	Yes	2018	5	36	98.863	100
876	SAMN09980202	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	B1	101	ST101 Cplx	5	Yes	2018	1	2	90.377	96.9935
877	SAMN09980186	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	34	ST10 Cplx	2	Yes	2018	6	42	98.847	100
878	SAMN09980192	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	58	ST155 Cplx	7	Yes	2018	1	35	98.936	100
879	SAMN09980188	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	189	ST165 Cplx	1	Yes	2018	1	35	98.859	100
880	SAMN09980187	2018-01-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	947	ST469 Cplx	0	Yes	2018	0	0	0	0
881	SAMN09980198	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	F	117	NA	4	Yes	2018	2	20	98.9685	100
882	SAMN09980185	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	A	3274	ST10 Cplx	4	Yes	2018	1	31	98.578	100
883	SAMN09954465	2015-01-01	64.2008413	-149.4936733	Poultry	Poultry	Duck	B2	1905	NA	1	No	2015	1	33	98.861	100
884	SAMN09954463	2015-01-01	64.2008413	-149.4936733	Poultry	Poultry	Duck	B1	180	NA	2	No	2015	1	33	98.864	100
885	SAMN09954439	2016-01-01	43.9695148	-99.9018131	Swine	Livestock	Swine	D	1	NA	6	Yes	2016	1	33	99.029	100
886	SAMN09954442	2016-01-01	43.9695148	-99.9018131	Swine	Livestock	Swine	B1	763	NA	4	Yes	2016	4	57	98.404	100
887	SAMN10034809	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	B1	4682	NA	4	Yes	2018	3	30	98.7655	100
888	SAMN10034803	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	A	10	ST10 Cplx	2	No	2018	1	8	97.8345	99.3955
889	SAMN10034795	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B1	1146	NA	0	No	2018	0	0	0	0
890	SAMN10034789	2018-01-01	39.5500507	-105.7820674	Bovine	Livestock	Bovine	B1	164	NA	1	No	2018	1	3	97.044	99.753
891	SAMN10034797	2018-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	B1	641	ST86 Cplx	3	Yes	2018	0	0	0	0
892	SAMN10034794	2018-01-01	47.7510741	-120.7401385	Bovine	Livestock	Bovine	B1	8501	NA	2	No	2018	1	33	98.63	100
893	SAMN10034790	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2018	2	34	98.9	100
894	SAMN10034810	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	B1	641	ST86 Cplx	4	Yes	2018	0	0	0	0
895	SAMN10057138	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	A	46	ST46 Cplx	3	No	2018	1	30	98.9	100
896	SAMN10057143	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	10	ST10 Cplx	0	Yes	2018	0	0	0	0
897	SAMN10057140	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	10	ST10 Cplx	0	No	2018	0	0	0	0
898	SAMN10057139	2018-01-01	39.3209801	-111.0937311	Bovine	Livestock	Bovine	B1	1727	ST446 Cplx	1	Yes	2018	0	0	0	0
899	SAMN10078819	2018-01-01	44.3148443	-85.6023643	Bovine	Livestock	Bovine	B1	446	ST446 Cplx	3	Yes	2018	2	32	98.73	100
900	SAMN10078813	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	B1	58	ST155 Cplx	1	No	2018	3	36	98.8615	100
901	SAMN10078810	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	4	No	2018	1	35	98.864	100
902	SAMN10078812	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	E	5759	NA	5	Yes	2018	1	12	98.6865	100
903	SAMN10078820	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	156	ST156 Cplx	2	Yes	2018	0	0	0	0
904	SAMN10078815	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	1695	ST10 Cplx	2	Yes	2018	0	0	0	0
905	SAMN10097130	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2018	1	35	98.864	100
906	SAMN10118357	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	101	ST101 Cplx	5	Yes	2018	1	17	99.507	100
907	SAMN10118346	2018-01-01	43.7844397	-88.7878678	Swine	Livestock	Swine	A	3345	ST398 Cplx	5	Yes	2018	2	9	99.065	100
908	SAMN10129930	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	48	ST10 Cplx	3	Yes	2018	2	34	98.883	100
909	SAMN10129925	2018-01-01	37.4315734	-78.6568942	Swine	Livestock	Swine	B1	58	ST155 Cplx	6	Yes	2018	13	50	98.8655	99.519
910	SAMN10142236	2018-01-01	44.3148443	-85.6023643	Bovine	Livestock	Bovine	B1	906	NA	3	No	2018	1	35	98.936	100
911	SAMN10142234	2018-01-01	39.0457549	-76.6412712	Bovine	Livestock	Bovine	B1	641	ST86 Cplx	2	Yes	2018	1	15	99.125	100
912	SAMN10142232	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	E	4247	NA	3	No	2018	1	15	98.936	100
913	SAMN10142510	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	8543	NA	4	Yes	2018	1	34	99.1865	100
914	SAMN10142507	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	A	5995	ST165 Cplx	2	Yes	2018	1	33	99.095	100
915	SAMN10142504	2018-01-01	31.9685988	-99.9018131	Swine	Livestock	Swine	A	1114	ST165 Cplx	3	Yes	2018	1	2	95.5515	99.8765
916	SAMN10142502	2018-01-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	A	8544	NA	3	No	2018	0	0	0	0
917	SAMN10142497	2018-01-01	33.836081	-81.1637245	Swine	Livestock	Swine	B1	101	ST101 Cplx	1	Yes	2018	2	16	99.1495	100
918	SAMN10142493	2018-01-01	37.8393332	-84.2700179	Bovine	Livestock	Bovine	B1	54	NA	2	No	2018	1	33	98.171	100
919	SAMN10221391	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3580	NA	4	Yes	2017	1	36	99.339	100
920	SAMN10221389	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	48	ST10 Cplx	5	No	2017	1	31	99.18	100
921	SAMN10221388	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1316	NA	3	No	2017	0	0	0	0
922	SAMN10221393	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1316	NA	3	No	2017	0	0	0	0
923	SAMN10221397	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	E	8619	NA	7	Yes	2017	1	3	95.567	99.753
924	SAMN10221396	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	8194	NA	0	No	2017	0	0	0	0
925	SAMN10221008	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	602	ST446 Cplx	2	No	2017	1	32	99.146	100
926	SAMN10221010	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1611	NA	3	Yes	2017	2	36	98.987	100
927	SAMN10221011	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B2	8611	NA	3	No	2017	1	13	98.347	99.753
928	SAMN10221092	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	1159	NA	2	No	2017	1	34	98.563	100
929	SAMN10221093	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	2678	NA	8	Yes	2017	0	0	0	0
930	SAMN10221090	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	399	ST399 Cplx	5	No	2017	0	0	0	0
931	SAMN10221088	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	201	ST469 Cplx	2	Yes	2017	1	32	99.0815	100
932	SAMN10221463	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	155	ST155 Cplx	5	Yes	2017	1	32	99.306	100
933	SAMN10221462	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	176	NA	4	No	2017	1	3	99.811	100
934	SAMN10221459	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3580	NA	5	No	2017	1	35	98.936	100
935	SAMN10221467	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	5378	NA	4	No	2017	0	0	0	0
936	SAMN10221466	2017-01-01	39.784	-100.446	Swine	Food	Swine	D	362	NA	1	No	2017	0	0	0	0
937	SAMN10221670	2017-01-01	39.784	-100.446	Swine	Food	Swine	B1	8620	NA	0	No	2017	0	0	0	0
938	SAMN10221444	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1434	ST10 Cplx	6	No	2017	0	0	0	0
939	SAMN10221445	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	399	ST399 Cplx	4	No	2017	1	33	99.091	100
940	SAMN10221442	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	6032	NA	2	No	2017	1	35	98.936	100
941	SAMN10221440	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	58	ST155 Cplx	4	Yes	2017	3	39	98.113	100
942	SAMN10221441	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	F	117	NA	6	No	2017	2	37	98.63	100
943	SAMN10221439	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	A	607	NA	0	No	2017	0	0	0	0
944	SAMN10221446	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	1844	NA	6	Yes	2017	1	35	98.864	100
945	SAMN10221447	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	C	23	ST23 Cplx	6	Yes	2017	2	38	98.3695	100
946	SAMN10220958	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	No	2017	1	12	99.092	100
947	SAMN10220959	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	F	117	NA	5	No	2017	2	37	98.63	100
