new_protein_ids	accession_id	protein_id	gene	seq_len	protein_des	ReplacedBy	Organism_old	Title_old	SubType	SubName	Organism_new	Title_new	Status	gene_name	Plasmid	GenBank.Number	Host	Protein	query_protein_len
WP_005059519.1	NC_002698	NP_085411.1	trad	186	DNA transport protein	WP_005059519.1	Shigella flexneri 5a str. M90T	"DNA transport protein, fragment (plasmid) [Shigella flexneri 5a str. M90T]"	plasmid|strain|serotype|old_name	virulence plasmid pWR501|M90T|5a|Shigella flexneri 5a	Shigella flexneri	conjugal transfer protein TraD [Shigella flexneri]	NA	trad	pWR501	NC_002698	Shigella flexneri	TraD	61
WP_010921721.1	NC_002698	NP_085414.1	trai	393	oriT nicking and unwinding protein	WP_010921721.1	Shigella flexneri 5a str. M90T	"oriT nicking and unwinding protein, fragment (plasmid) [Shigella flexneri 5a str. M90T]"	plasmid|strain|serotype|old_name	virulence plasmid pWR501|M90T|5a|Shigella flexneri 5a	Shigella flexneri	MobF family relaxase [Shigella flexneri]	NA	trai	NA	NA	NA	NA	130
WP_010921722.1	NC_002698	NP_085415.1	trai	4872	conjugal transfer nickase	WP_010921722.1	Shigella flexneri 5a str. M90T	"oriT nicking and unwinding protein, fragment (plasmid) [Shigella flexneri 5a str. M90T]"	plasmid|strain|serotype|old_name	virulence plasmid pWR501|M90T|5a|Shigella flexneri 5a	Shigella flexneri	conjugative transfer relaxase/helicase TraI [Shigella flexneri]	suppressed	trai	NA	NA	NA	NA	1623
WP_010921723.1	NC_002698	NP_085416.3	trax	906	conjugal transfer pilus acetylation protein TraX	WP_010921723.1	Salmonella enterica subsp. salamae	F pilin acetylation protein (plasmid) [Shigella flexneri 5a str. M90T]	plasmid|strain|serotype|old_name	virulence plasmid pWR501|M90T|5a|Shigella flexneri 5a	Shigella flexneri	conjugal transfer pilus acetylase TraX [Shigella flexneri]	suppressed	trax	pWR501	NC_002698	Shigella flexneri	TraX	301
NP_490594.1	NC_003277	NP_490594.1	fino	564	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: regulation (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	fino	pSLT	NC_003277	Salmonella enterica	FinO	187
NP_490563.1	NC_003277	NP_490563.1	traa	363	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: fimbrial subunit (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	traa	pSLT	NC_003277	Salmonella enterica	TraA	120
NP_490567.1	NC_003277	NP_490567.1	trab	1422	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trab	pSLT	NC_003277	Salmonella enterica	TraB	473
NP_490573.1	NC_003277	NP_490573.1	trac	2649	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trac	pSLT	NC_003277	Salmonella enterica	TraC	882
NP_490588.1	NC_003277	NP_490588.1	trad	2244	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: DNA transport (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trad	pSLT	NC_003277	Salmonella enterica	TraD	747
NP_490565.1	NC_003277	NP_490565.1	trae	567	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trae	pSLT	NC_003277	Salmonella enterica	TraE	188
NP_490581.1	NC_003277	NP_490581.1	traf	750	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	traf	pSLT	NC_003277	Salmonella enterica	TraF	249
NP_490585.1	NC_003277	NP_490585.1	trag	2823	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly abd aggregate stability (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trag	pSLT	NC_003277	Salmonella enterica	TraG	940
NP_490584.1	NC_003277	NP_490584.1	trah	1383	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trah	pSLT	NC_003277	Salmonella enterica	TraH	460
NP_490592.1	NC_003277	NP_490592.1	trai	5259	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: oriT nicking-unwinding (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trai	NA	NA	NA	NA	1752
NP_490561.1	NC_003277	NP_490561.1	traj	687	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: regulation (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	traj	pSLT	NC_003277	Salmonella enterica	TraJ	228
NP_490566.1	NC_003277	NP_490566.1	trak	741	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trak	pSLT	NC_003277	Salmonella enterica	TraK	246
NP_490564.1	NC_003277	NP_490564.1	tral	312	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	tral	pSLT	NC_003277	Salmonella enterica	TraL	103
NP_490560.1	NC_003277	NP_490560.1	tram	381	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: mating signal (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	tram	pSLT	NC_003277	Salmonella enterica	TraM	126
NP_490579.1	NC_003277	NP_490579.1	tran	1827	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: aggregate stability (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	tran	pSLT	NC_003277	Salmonella enterica	TraN	608
NP_490568.1	NC_003277	NP_490568.1	trap	597	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trap	pSLT	NC_003277	Salmonella enterica	TraP	198
NP_490582.1	NC_003277	NP_490582.1	traq	294	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: fimbrial synthesis (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	traq	pSLT	NC_003277	Salmonella enterica	TraQ	97
NP_490571.1	NC_003277	NP_490571.1	trar	222	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trar	pSLT	NC_003277	Salmonella enterica	TraR	73
NP_490587.1	NC_003277	NP_490587.1	trat	732	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: surface exclusion (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trat	pSLT	NC_003277	Salmonella enterica	TraT	243
NP_490576.1	NC_003277	NP_490576.1	trau	993	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trau	pSLT	NC_003277	Salmonella enterica	TraU	330
NP_490570.1	NC_003277	NP_490570.1	trav	516	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trav	pSLT	NC_003277	Salmonella enterica	TraV	171
NP_490575.1	NC_003277	NP_490575.1	traw	633	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	traw	pSLT	NC_003277	Salmonella enterica	TraW	210
NP_490593.1	NC_003277	NP_490593.1	trax	741	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: fimbrial acetylation (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trax	pSLT	NC_003277	Salmonella enterica	TraX	246
NP_490562.1	NC_003277	NP_490562.1	tray	321	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: oriT nicking (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	tray	pSLT	NC_003277	Salmonella enterica	TraY	106
NP_490583.1	NC_003277	NP_490583.1	trbb	549	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trbb	pSLT	NC_003277	Salmonella enterica	TrbB	182
NP_490578.1	NC_003277	NP_490578.1	trbc	639	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer: assembly (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trbc	pSLT	NC_003277	Salmonella enterica	TrbC	212
NP_490569.1	NC_003277	NP_490569.1	trbd	246	conjugative transfer protein	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer protein (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trbd	pSLT	NC_003277	Salmonella enterica	TrbD	81
NP_490580.1	NC_003277	NP_490580.1	trbe	216	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trbe	pSLT	NC_003277	Salmonella enterica	TrbE	71
NP_490574.1	NC_003277	NP_490574.1	trbi	387	conjugative transfer	NA	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	conjugative transfer (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	strain|serovar|sub_species|culture_collection|old_name|type_material|plasmid	LT2|Typhimurium|enterica|SGSC:1412|Salmonella typhimurium LT2|type strain of Salmonella enterica|pSLT	NA	NA	NA	trbi	pSLT	NC_003277	Salmonella enterica	TrbI	128
NP_858384.1	NC_004851	NP_858384.1	fino	561	conjugal transfer fertility inhibition protein FinO	NA	Shigella flexneri 2a str. 301	conjugal transfer fertility inhibition protein FinO (plasmid) [Shigella flexneri 2a str. 301]	strain|serotype|plasmid	301|2a|pCP301	NA	NA	NA	fino	pCP301	NC_004851	Shigella flexneri	FinO	186
NP_858376.1	NC_004851	NP_858376.1	trad	186	DNA transport protein	NA	Shigella flexneri 2a str. 301	DNA transport protein (plasmid) [Shigella flexneri 2a str. 301]	strain|serotype|plasmid	301|2a|pCP301	NA	NA	NA	trad	pCP301	NC_004851	Shigella flexneri	TraD	61
NP_858383.2	NC_004851	NP_858383.2	trax	747	conjugal transfer pilus acetylation protein TraX	NA	Shigella flexneri 2a str. 301	conjugal transfer pilus acetylation protein TraX (plasmid) [Shigella flexneri 2a str. 301]	strain|serotype|plasmid	301|2a|pCP301	NA	NA	NA	trax	pCP301	NC_004851	Shigella flexneri	TraX	248
WP_000415567.1	NC_004998	NP_862938.1	arta	315	hypothetical protein	WP_000415567.1	Escherichia coli	hypothetical protein p165897_026 (plasmid) [Escherichia coli]	plasmid	p1658/97	Gammaproteobacteria	MULTISPECIES: hypothetical protein [Gammaproteobacteria]	NA	arta	p1658/97	NC_004998	Escherichia coli	ArtA	104
WP_000139359.1	NC_004998	NP_862953.1	fino	561	conjugal transfer fertility inhibition protein FinO	WP_000139359.1	Escherichia coli	conjugal transfer fertility inhibition protein FinO (plasmid) [Escherichia coli]	plasmid	p1658/97	Enterobacteriaceae	MULTISPECIES: fertility inhibition protein FinO [Enterobacteriaceae]	NA	fino	p1658/97	NC_004998	Escherichia coli	FinO	186
WP_011117353.1	NC_004998	NP_862923.1	trab	1428	conjugal transfer pilus assembly protein TraB	WP_011117353.1	Escherichia coli	conjugal transfer pilus assembly protein TraB (plasmid) [Escherichia coli]	plasmid	p1658/97	Escherichia	MULTISPECIES: F-type conjugal transfer pilus assembly protein TraB [Escherichia]	NA	trab	p1658/97	NC_004998	Escherichia coli	TraB	475
WP_001064247.1	NC_004998	NP_862929.1	trac	2628	conjugal transfer ATP	WP_001064247.1	Escherichia coli	conjugal transfer ATP-binding protein TraC (plasmid) [Escherichia coli]	plasmid	p1658/97	Gammaproteobacteria	MULTISPECIES: type IV secretion system protein TraC [Gammaproteobacteria]	NA	trac	p1658/97	NC_004998	Escherichia coli	TraC	875
WP_001007054.1	NC_004998	NP_862944.1	trag	2817	conjugal transfer mating pair stabilization protein TraG	WP_001007054.1	Escherichia coli	conjugal transfer mating pair stabilization protein TraG (plasmid) [Escherichia coli]	plasmid	p1658/97	Gammaproteobacteria	MULTISPECIES: conjugal transfer mating-pair stabilization protein TraG [Gammaproteobacteria]	NA	trag	p1658/97	NC_004998	Escherichia coli	TraG	938
WP_011117356.1	NC_004998	NP_862951.1	trai	5271	conjugal transfer nickase	WP_011117356.1	Escherichia coli	conjugal transfer nickase/helicase TraI (plasmid) [Escherichia coli]	plasmid	p1658/97	Gammaproteobacteria	MULTISPECIES: conjugative transfer relaxase/helicase TraI [Gammaproteobacteria]	NA	trai	NA	NA	NA	NA	1756
WP_001151524.1	NC_004998	NP_862916.1	tram	384	conjugal transfer protein TraM	WP_001151524.1	Escherichia coli	conjugal transfer protein TraM (plasmid) [Escherichia coli]	plasmid	p1658/97	Gammaproteobacteria	MULTISPECIES: conjugal transfer relaxosome DNA-binding protein TraM [Gammaproteobacteria]	NA	tram	p1658/97	NC_004998	Escherichia coli	TraM	127
WP_000821847.1	NC_004998	NP_862934.1	tran	1809	conjugal transfer mating pair stabilization protein TraN	WP_000821847.1	Escherichia coli	conjugal transfer mating pair stabilization protein TraN (plasmid) [Escherichia coli]	plasmid	p1658/97	Gammaproteobacteria	MULTISPECIES: type-F conjugative transfer system mating-pair stabilization protein TraN [Gammaproteobacteria]	NA	tran	p1658/97	NC_004998	Escherichia coli	TraN	602
WP_000830187.1	NC_004998	NP_862932.1	trau	993	conjugal transfer pilus assembly protein TraU	WP_000830187.1	Escherichia coli	conjugal transfer pilus assembly protein TraU (plasmid) [Escherichia coli]	plasmid	p1658/97	Gammaproteobacteria	MULTISPECIES: conjugal transfer pilus assembly protein TraU [Gammaproteobacteria]	NA	trau	p1658/97	NC_004998	Escherichia coli	TraU	330
