genome	n_genes	n_distinct_genes	conj_category	type
SAMN08289314	10	10	MPF_type	MPF_F
SAMN08289315	4	1	relaxase_type	MOBF
SAMN08289315	4	1	relaxase_type	MOBP1
SAMN08289315	1	1	virb4	virb4
SAMN08289315	22	12	MPF_type	MPF_F
SAMN08289315	16	15	MPF_type	MPF_I
SAMN08289315	1	1	MPF_type	MPF_T
SAMN08347846	1	1	relaxase_type	MOBF
SAMN08347846	1	1	relaxase_type	MOBP1
SAMN08347846	1	1	virb4	virb4
SAMN08347846	10	10	MPF_type	MPF_F
SAMN08347846	15	15	MPF_type	MPF_I
SAMN08347847	2	1	relaxase_type	MOBF
SAMN08347847	2	1	virb4	virb4
SAMN08347847	12	10	MPF_type	MPF_F
SAMN08347847	6	6	MPF_type	MPF_T
SAMN08347853	3	1	relaxase_type	MOBF
SAMN08347853	2	1	virb4	virb4
SAMN08347853	20	10	MPF_type	MPF_F
SAMN08347856	1	1	relaxase_type	MOBP1
SAMN08347856	2	1	relaxase_type	MOBQ
SAMN08347856	1	1	virb4	virb4
SAMN08347856	11	10	MPF_type	MPF_F
SAMN08347856	15	15	MPF_type	MPF_I
SAMN08347856	1	1	MPF_type	MPF_T
SAMN08347873	1	1	MPF_type	MPF_F
SAMN08347873	1	1	MPF_type	MPF_T
SAMN08347874	1	1	relaxase_type	MOBP1
SAMN08347874	1	1	relaxase_type	MOBQ
SAMN08347874	1	1	MPF_type	MPF_F
SAMN08347874	15	15	MPF_type	MPF_I
SAMN08355151	1	1	relaxase_type	MOBP1
SAMN08355151	1	1	virb4	virb4
SAMN08355151	2	1	MPF_type	MPF_F
SAMN08355151	4	4	MPF_type	MPF_T
SAMN08362293	1	1	virb4	virb4
SAMN08362293	6	6	MPF_type	MPF_T
SAMN08362333	1	1	relaxase_type	MOBF
SAMN08362333	1	1	relaxase_type	MOBP1
SAMN08362333	1	1	virb4	virb4
SAMN08362333	10	10	MPF_type	MPF_F
SAMN08362333	15	15	MPF_type	MPF_I
SAMN08362335	1	1	relaxase_type	MOBP1
SAMN08362335	3	1	MPF_type	MPF_F
SAMN08362365	1	1	relaxase_type	MOBP1
SAMN08362365	2	1	MPF_type	MPF_F
SAMN08362365	3	3	MPF_type	MPF_T
SAMN08362366	1	1	relaxase_type	MOBF
SAMN08362366	1	1	virb4	virb4
SAMN08362366	10	10	MPF_type	MPF_F
SAMN08380136	1	1	relaxase_type	MOBF
SAMN08380136	1	1	relaxase_type	MOBQ
SAMN08380136	1	1	virb4	virb4
SAMN08380136	12	10	MPF_type	MPF_F
SAMN08380136	1	1	MPF_type	MPF_T
SAMN08380138	1	1	relaxase_type	MOBF
SAMN08380138	1	1	relaxase_type	MOBP1
SAMN08380138	5	4	MPF_type	MPF_F
SAMN08380138	1	1	MPF_type	MPF_T
SAMN08380139	2	1	relaxase_type	MOBF
SAMN08380139	1	1	relaxase_type	MOBP1
SAMN08380139	2	1	virb4	virb4
SAMN08380139	14	10	MPF_type	MPF_F
SAMN08380139	15	15	MPF_type	MPF_I
SAMN08380139	1	1	MPF_type	MPF_T
SAMN08380141	1	1	relaxase_type	MOBF
SAMN08380141	2	1	relaxase_type	MOBQ
SAMN08380141	1	1	relaxase_type	MOBV
SAMN08380141	3	1	virb4	virb4
SAMN08380141	17	10	MPF_type	MPF_F
SAMN08380141	6	6	MPF_type	MPF_T
SAMN08380144	1	1	relaxase_type	MOBF
SAMN08380144	1	1	relaxase_type	MOBP1
SAMN08380144	1	1	virb4	virb4
SAMN08380144	12	10	MPF_type	MPF_F
SAMN08380144	15	15	MPF_type	MPF_I
SAMN08380144	1	1	MPF_type	MPF_T
SAMN08387158	1	1	relaxase_type	MOBP1
SAMN08387158	1	1	MPF_type	MPF_T
SAMN08387162	1	1	relaxase_type	MOBF
SAMN08387162	1	1	relaxase_type	MOBH
SAMN08387162	2	1	virb4	virb4
SAMN08387162	19	11	MPF_type	MPF_F
SAMN08387164	1	1	relaxase_type	MOBF
SAMN08387164	2	1	relaxase_type	MOBP1
SAMN08387164	1	1	virb4	virb4
SAMN08387164	4	4	MPF_type	MPF_F
SAMN08387164	15	15	MPF_type	MPF_I
SAMN08387164	4	3	MPF_type	MPF_T
SAMN08387166	1	1	relaxase_type	MOBC
SAMN08387166	1	1	virb4	virb4
SAMN08387166	3	1	MPF_type	MPF_F
SAMN08387166	13	13	MPF_type	MPF_I
SAMN08387166	5	5	MPF_type	MPF_T
SAMN08472602	3	1	relaxase_type	MOBF
SAMN08472602	1	1	relaxase_type	MOBP1
SAMN08472602	18	10	MPF_type	MPF_F
SAMN08472603	1	1	relaxase_type	MOBF
SAMN08472603	2	1	relaxase_type	MOBQ
SAMN08472603	1	1	virb4	virb4
SAMN08472603	11	10	MPF_type	MPF_F
SAMN08472603	2	2	MPF_type	MPF_I
SAMN08472604	1	1	MPF_type	MPF_F
SAMN08472605	1	1	relaxase_type	MOBP1
SAMN08472605	2	1	virb4	virb4
SAMN08472605	2	2	MPF_type	MPF_F
SAMN08472605	15	15	MPF_type	MPF_I
SAMN08472605	7	6	MPF_type	MPF_T
SAMN08472611	1	1	relaxase_type	MOBP1
SAMN08472612	1	1	MPF_type	MPF_F
SAMN08472612	1	1	MPF_type	MPF_T
SAMN08500542	1	1	relaxase_type	MOBC
SAMN08500542	1	1	relaxase_type	MOBF
SAMN08500542	2	1	relaxase_type	MOBP1
SAMN08500542	2	1	virb4	virb4
SAMN08500542	12	10	MPF_type	MPF_F
SAMN08500542	15	15	MPF_type	MPF_I
SAMN08500542	4	4	MPF_type	MPF_T
SAMN08500545	1	1	relaxase_type	MOBF
SAMN08500545	1	1	virb4	virb4
SAMN08500545	10	10	MPF_type	MPF_F
SAMN08500546	1	1	relaxase_type	MOBF
SAMN08500546	1	1	virb4	virb4
SAMN08500546	10	10	MPF_type	MPF_F
SAMN08500551	1	1	relaxase_type	MOBQ
SAMN08522362	4	3	MPF_type	MPF_F
SAMN08522362	2	2	MPF_type	MPF_I
SAMN08522362	1	1	MPF_type	MPF_T
SAMN08522363	1	1	relaxase_type	MOBF
SAMN08522363	1	1	relaxase_type	MOBP1
SAMN08522363	1	1	relaxase_type	MOBQ
SAMN08522363	1	1	MPF_type	MPF_F
SAMN08522364	1	1	relaxase_type	MOBF
SAMN08522364	1	1	virb4	virb4
SAMN08522364	11	11	MPF_type	MPF_F
SAMN08522365	1	1	relaxase_type	MOBF
SAMN08522365	1	1	relaxase_type	MOBH
SAMN08522365	1	1	relaxase_type	MOBP1
SAMN08522365	1	1	virb4	virb4
SAMN08522365	27	11	MPF_type	MPF_F
SAMN08522365	2	2	MPF_type	MPF_I
SAMN08522365	1	1	MPF_type	MPF_T
SAMN08522366	1	1	relaxase_type	MOBP1
SAMN08522366	3	1	relaxase_type	MOBQ
SAMN08581714	1	1	relaxase_type	MOBF
SAMN08581714	1	1	relaxase_type	MOBP1
SAMN08581714	1	1	relaxase_type	MOBQ
SAMN08581714	1	1	virb4	virb4
SAMN08581714	11	10	MPF_type	MPF_F
SAMN08581714	3	2	MPF_type	MPF_I
SAMN08581716	1	1	relaxase_type	MOBF
SAMN08581716	1	1	relaxase_type	MOBP1
SAMN08581716	1	1	virb4	virb4
SAMN08581716	11	10	MPF_type	MPF_F
SAMN08581716	15	15	MPF_type	MPF_I
SAMN08581720	2	1	relaxase_type	MOBP1
SAMN08581720	3	1	MPF_type	MPF_F
SAMN08581897	1	1	relaxase_type	MOBF
SAMN08581897	1	1	relaxase_type	MOBH
SAMN08581897	1	1	relaxase_type	MOBP1
SAMN08581897	2	1	relaxase_type	MOBQ
SAMN08581897	2	1	virb4	virb4
SAMN08581897	10	10	MPF_type	MPF_F
SAMN08581897	18	18	MPF_type	MPF_G
SAMN08581897	16	15	MPF_type	MPF_I
SAMN08581897	1	1	MPF_type	MPF_T
SAMN08581898	1	1	relaxase_type	MOBF
SAMN08581898	1	1	virb4	virb4
SAMN08581898	12	10	MPF_type	MPF_F
SAMN08581898	1	1	MPF_type	MPF_T
SAMN08581899	1	1	relaxase_type	MOBF
SAMN08581899	1	1	relaxase_type	MOBP1
SAMN08581899	2	1	relaxase_type	MOBQ
SAMN08581899	1	1	virb4	virb4
SAMN08581899	15	10	MPF_type	MPF_F
SAMN08581899	15	15	MPF_type	MPF_I
SAMN08581900	1	1	relaxase_type	MOBQ
SAMN08581900	3	3	MPF_type	MPF_F
SAMN08624227	1	1	relaxase_type	MOBC
SAMN08624227	1	1	virb4	virb4
SAMN08624227	1	1	MPF_type	MPF_F
SAMN08624227	3	3	MPF_type	MPF_T
SAMN08624231	1	1	relaxase_type	MOBH
SAMN08624231	3	1	relaxase_type	MOBP1
SAMN08624231	1	1	relaxase_type	MOBQ
SAMN08624231	2	1	virb4	virb4
SAMN08624231	14	11	MPF_type	MPF_F
SAMN08624231	3	3	MPF_type	MPF_T
SAMN08624234	1	1	relaxase_type	MOBF
SAMN08624234	1	1	virb4	virb4
SAMN08624234	10	10	MPF_type	MPF_F
SAMN08624236	1	1	relaxase_type	MOBF
SAMN08624236	2	1	relaxase_type	MOBP1
SAMN08624236	4	1	virb4	virb4
SAMN08624236	12	11	MPF_type	MPF_F
SAMN08624236	12	6	MPF_type	MPF_T
SAMN08631246	1	1	relaxase_type	MOBF
SAMN08631246	2	1	relaxase_type	MOBP1
SAMN08631246	2	1	virb4	virb4
SAMN08631246	19	10	MPF_type	MPF_F
SAMN08631251	1	1	relaxase_type	MOBF
SAMN08631251	1	1	virb4	virb4
SAMN08631251	10	10	MPF_type	MPF_F
SAMN08631252	2	1	MPF_type	MPF_F
SAMN08631254	1	1	relaxase_type	MOBF
SAMN08631254	1	1	relaxase_type	MOBP1
SAMN08631254	1	1	virb4	virb4
SAMN08631254	10	10	MPF_type	MPF_F
SAMN08714135	1	1	relaxase_type	MOBF
SAMN08714135	1	1	relaxase_type	MOBP1
SAMN08714135	2	1	virb4	virb4
SAMN08714135	11	10	MPF_type	MPF_F
SAMN08714135	7	6	MPF_type	MPF_T
SAMN08714137	1	1	relaxase_type	MOBC
SAMN08714137	1	1	relaxase_type	MOBF
SAMN08714137	1	1	relaxase_type	MOBP1
SAMN08714137	2	1	virb4	virb4
SAMN08714137	13	10	MPF_type	MPF_F
SAMN08714137	5	5	MPF_type	MPF_T
SAMN08714138	2	1	relaxase_type	MOBP1
SAMN08714138	2	1	MPF_type	MPF_F
SAMN08714138	15	15	MPF_type	MPF_I
SAMN08714138	3	3	MPF_type	MPF_T
SAMN08714144	1	1	relaxase_type	MOBP1
SAMN08714144	1	1	relaxase_type	MOBQ
SAMN08719144	1	1	relaxase_type	MOBP1
SAMN08719144	2	1	MPF_type	MPF_F
SAMN08719144	15	15	MPF_type	MPF_I
SAMN08719150	4	1	relaxase_type	MOBF
SAMN08719150	1	1	relaxase_type	MOBH
SAMN08719150	2	1	relaxase_type	MOBP1
SAMN08719150	1	1	relaxase_type	MOBQ
SAMN08719150	4	1	virb4	virb4
SAMN08719150	39	12	MPF_type	MPF_F
SAMN08719150	15	15	MPF_type	MPF_I
SAMN08719150	1	1	MPF_type	MPF_T
SAMN08719153	2	1	relaxase_type	MOBF
SAMN08719153	1	1	virb4	virb4
SAMN08719153	4	4	MPF_type	MPF_F
SAMN08719153	1	1	MPF_type	MPF_T
SAMN08719212	1	1	relaxase_type	MOBF
SAMN08719212	1	1	virb4	virb4
SAMN08719212	10	10	MPF_type	MPF_F
SAMN08719213	1	1	relaxase_type	MOBF
SAMN08719213	1	1	relaxase_type	MOBQ
SAMN08719213	1	1	virb4	virb4
SAMN08719213	12	10	MPF_type	MPF_F
SAMN08719215	1	1	relaxase_type	MOBF
SAMN08719215	1	1	relaxase_type	MOBH
SAMN08719215	1	1	relaxase_type	MOBP1
SAMN08719215	2	1	virb4	virb4
SAMN08719215	20	12	MPF_type	MPF_F
SAMN08719219	1	1	relaxase_type	MOBF
SAMN08719219	1	1	relaxase_type	MOBQ
SAMN08719219	1	1	virb4	virb4
SAMN08719219	11	10	MPF_type	MPF_F
SAMN08719220	1	1	relaxase_type	MOBF
SAMN08719220	1	1	virb4	virb4
SAMN08719220	10	10	MPF_type	MPF_F
SAMN08767333	1	1	relaxase_type	MOBF
SAMN08767333	2	1	relaxase_type	MOBP1
SAMN08767333	1	1	virb4	virb4
SAMN08767333	10	10	MPF_type	MPF_F
SAMN08767334	1	1	relaxase_type	MOBF
SAMN08767334	2	1	virb4	virb4
SAMN08767334	11	10	MPF_type	MPF_F
SAMN08851681	2	1	relaxase_type	MOBF
SAMN08851681	1	1	relaxase_type	MOBQ
SAMN08851681	2	1	virb4	virb4
SAMN08851681	19	10	MPF_type	MPF_F
SAMN08851683	1	1	relaxase_type	MOBF
SAMN08851683	1	1	relaxase_type	MOBH
SAMN08851683	1	1	relaxase_type	MOBP1
SAMN08851683	2	1	virb4	virb4
SAMN08851683	22	11	MPF_type	MPF_F
SAMN08851683	1	1	MPF_type	MPF_T
SAMN08851686	1	1	relaxase_type	MOBF
SAMN08851686	1	1	relaxase_type	MOBP1
SAMN08851686	1	1	relaxase_type	MOBQ
SAMN08851686	2	1	virb4	virb4
SAMN08851686	12	10	MPF_type	MPF_F
SAMN08851686	6	6	MPF_type	MPF_T
SAMN08851689	1	1	relaxase_type	MOBP1
SAMN08851689	1	1	virb4	virb4
SAMN08851689	2	1	MPF_type	MPF_F
SAMN08851689	18	18	MPF_type	MPF_G
SAMN08851689	1	1	MPF_type	MPF_T
SAMN08851692	1	1	relaxase_type	MOBF
SAMN08851692	2	1	relaxase_type	MOBP1
SAMN08851692	1	1	relaxase_type	MOBQ
SAMN08851692	1	1	virb4	virb4
SAMN08851692	10	10	MPF_type	MPF_F
SAMN08851692	15	15	MPF_type	MPF_I
SAMN08851693	1	1	relaxase_type	MOBF
SAMN08851693	1	1	relaxase_type	MOBP1
SAMN08851693	1	1	virb4	virb4
SAMN08851693	11	10	MPF_type	MPF_F
SAMN08863899	2	1	relaxase_type	MOBF
SAMN08863899	2	1	relaxase_type	MOBP1
SAMN08863899	1	1	MPF_type	MPF_F
SAMN08863899	15	15	MPF_type	MPF_I
SAMN08863899	6	6	MPF_type	MPF_T
SAMN08863902	1	1	relaxase_type	MOBF
SAMN08863902	2	1	relaxase_type	MOBQ
SAMN08863902	1	1	virb4	virb4
SAMN08863902	14	10	MPF_type	MPF_F
SAMN08863903	1	1	relaxase_type	MOBF
SAMN08863903	1	1	virb4	virb4
SAMN08863903	14	10	MPF_type	MPF_F
SAMN08863905	1	1	relaxase_type	MOBP1
SAMN08863906	1	1	relaxase_type	MOBF
SAMN08863906	1	1	relaxase_type	MOBP1
SAMN08863906	1	1	virb4	virb4
SAMN08863906	11	10	MPF_type	MPF_F
SAMN08863906	3	3	MPF_type	MPF_T
SAMN08899174	1	1	relaxase_type	MOBF
SAMN08899174	1	1	virb4	virb4
SAMN08899174	12	10	MPF_type	MPF_F
SAMN08899176	1	1	relaxase_type	MOBP1
SAMN08899176	2	1	relaxase_type	MOBQ
SAMN08909983	1	1	relaxase_type	MOBF
SAMN08909983	1	1	virb4	virb4
SAMN08909983	13	11	MPF_type	MPF_F
SAMN08909985	1	1	relaxase_type	MOBF
SAMN08909985	1	1	relaxase_type	MOBP1
SAMN08909985	2	1	virb4	virb4
SAMN08909985	10	10	MPF_type	MPF_F
SAMN08909985	6	6	MPF_type	MPF_T
SAMN08909999	1	1	relaxase_type	MOBF
SAMN08909999	1	1	relaxase_type	MOBQ
SAMN08909999	1	1	virb4	virb4
SAMN08909999	10	10	MPF_type	MPF_F
SAMN08910000	1	1	relaxase_type	MOBF
SAMN08910000	1	1	relaxase_type	MOBP1
SAMN08910000	2	1	virb4	virb4
SAMN08910000	10	10	MPF_type	MPF_F
SAMN08910000	11	11	MPF_type	MPF_G
SAMN08910000	15	15	MPF_type	MPF_I
SAMN08910000	2	2	MPF_type	MPF_T
SAMN08910001	1	1	relaxase_type	MOBF
SAMN08910001	1	1	relaxase_type	MOBH
SAMN08910001	3	1	virb4	virb4
SAMN08910001	20	12	MPF_type	MPF_F
SAMN08910001	6	6	MPF_type	MPF_T
SAMN08930677	1	1	relaxase_type	MOBF
SAMN08930677	1	1	relaxase_type	MOBH
SAMN08930677	1	1	relaxase_type	MOBP1
SAMN08930677	2	1	virb4	virb4
SAMN08930677	21	12	MPF_type	MPF_F
SAMN08930677	2	2	MPF_type	MPF_I
SAMN08930677	1	1	MPF_type	MPF_T
SAMN08930678	1	1	MPF_type	MPF_F
SAMN08930678	1	1	MPF_type	MPF_T
SAMN08930680	1	1	relaxase_type	MOBF
SAMN08930680	1	1	virb4	virb4
SAMN08930680	10	10	MPF_type	MPF_F
SAMN08930681	1	1	relaxase_type	MOBF
SAMN08930681	1	1	relaxase_type	MOBP1
SAMN08930681	1	1	virb4	virb4
SAMN08930681	15	10	MPF_type	MPF_F
SAMN08930681	15	15	MPF_type	MPF_I
SAMN08930681	2	2	MPF_type	MPF_T
SAMN08930682	1	1	relaxase_type	MOBC
SAMN08930682	2	1	virb4	virb4
SAMN08930682	11	6	MPF_type	MPF_T
SAMN08937776	1	1	relaxase_type	MOBH
SAMN08937776	1	1	virb4	virb4
SAMN08937776	7	7	MPF_type	MPF_F
SAMN08937776	8	6	MPF_type	MPF_T
SAMN08937778	2	1	relaxase_type	MOBF
SAMN08937778	1	1	relaxase_type	MOBP1
SAMN08937778	1	1	virb4	virb4
SAMN08937778	17	10	MPF_type	MPF_F
SAMN08937778	15	15	MPF_type	MPF_I
SAMN08937778	1	1	MPF_type	MPF_T
SAMN08937779	1	1	relaxase_type	MOBF
SAMN08937779	1	1	relaxase_type	MOBP1
SAMN08937779	1	1	virb4	virb4
SAMN08937779	13	10	MPF_type	MPF_F
SAMN08937779	1	1	MPF_type	MPF_T
SAMN08937782	1	1	relaxase_type	MOBC
SAMN08937782	1	1	virb4	virb4
SAMN08937782	3	3	MPF_type	MPF_T
SAMN08937783	1	1	relaxase_type	MOBH
SAMN08937783	1	1	relaxase_type	MOBP1
SAMN08937783	1	1	virb4	virb4
SAMN08937783	10	10	MPF_type	MPF_F
SAMN08937783	1	1	MPF_type	MPF_T
SAMN08937784	1	1	relaxase_type	MOBF
SAMN08937784	1	1	virb4	virb4
SAMN08937784	10	10	MPF_type	MPF_F
SAMN08937785	1	1	relaxase_type	MOBH
SAMN08937785	1	1	relaxase_type	MOBP1
SAMN08937785	1	1	relaxase_type	MOBQ
SAMN08937785	8	8	MPF_type	MPF_F
SAMN08937785	15	15	MPF_type	MPF_I
SAMN08937785	1	1	MPF_type	MPF_T
SAMN08963946	1	1	relaxase_type	MOBF
SAMN08963946	1	1	relaxase_type	MOBP1
SAMN08963946	1	1	virb4	virb4
SAMN08963946	10	10	MPF_type	MPF_F
SAMN09002909	1	1	relaxase_type	MOBF
SAMN09002909	2	1	relaxase_type	MOBP1
SAMN09002909	2	1	virb4	virb4
SAMN09002909	11	10	MPF_type	MPF_F
SAMN09002909	15	15	MPF_type	MPF_I
SAMN09002909	6	6	MPF_type	MPF_T
SAMN09002910	1	1	relaxase_type	MOBP1
SAMN09002910	1	1	virb4	virb4
SAMN09002910	7	6	MPF_type	MPF_T
SAMN09002913	1	1	relaxase_type	MOBC
SAMN09002913	1	1	relaxase_type	MOBF
SAMN09002913	1	1	relaxase_type	MOBP1
SAMN09002913	1	1	relaxase_type	MOBQ
SAMN09002913	2	1	virb4	virb4
SAMN09002913	17	9	MPF_type	MPF_F
SAMN09002913	2	2	MPF_type	MPF_I
SAMN09002913	5	4	MPF_type	MPF_T
SAMN09013465	1	1	relaxase_type	MOBF
SAMN09013465	2	1	relaxase_type	MOBP1
SAMN09013465	1	1	relaxase_type	MOBQ
SAMN09013465	1	1	virb4	virb4
SAMN09013465	15	10	MPF_type	MPF_F
SAMN09013465	15	15	MPF_type	MPF_I
SAMN09013468	2	1	relaxase_type	MOBP1
SAMN09013468	4	3	MPF_type	MPF_T
SAMN09013471	1	1	relaxase_type	MOBF
SAMN09013471	1	1	relaxase_type	MOBP1
SAMN09013471	1	1	relaxase_type	MOBQ
SAMN09013471	1	1	virb4	virb4
SAMN09013471	12	10	MPF_type	MPF_F
SAMN09013472	1	1	relaxase_type	MOBF
SAMN09013472	1	1	relaxase_type	MOBP1
SAMN09013472	1	1	virb4	virb4
SAMN09013472	5	4	MPF_type	MPF_F
SAMN09013472	4	3	MPF_type	MPF_T
SAMN09013475	3	1	relaxase_type	MOBP1
SAMN09013475	15	15	MPF_type	MPF_I
SAMN09013511	1	1	relaxase_type	MOBC
SAMN09013511	2	1	relaxase_type	MOBF
SAMN09013511	1	1	relaxase_type	MOBP1
SAMN09013511	3	1	virb4	virb4
SAMN09013511	22	11	MPF_type	MPF_F
SAMN09013511	16	15	MPF_type	MPF_I
SAMN09013511	4	4	MPF_type	MPF_T
SAMN09013512	1	1	relaxase_type	MOBF
SAMN09013512	1	1	virb4	virb4
SAMN09013512	10	10	MPF_type	MPF_F
SAMN09013512	1	1	MPF_type	MPF_T
SAMN09013513	1	1	relaxase_type	MOBF
SAMN09013513	1	1	virb4	virb4
SAMN09013513	10	10	MPF_type	MPF_F
SAMN09013513	1	1	MPF_type	MPF_T
SAMN09013516	1	1	relaxase_type	MOBC
SAMN09013516	1	1	relaxase_type	MOBF
SAMN09013516	1	1	relaxase_type	MOBP1
SAMN09013516	2	1	virb4	virb4
SAMN09013516	12	11	MPF_type	MPF_F
SAMN09013516	16	15	MPF_type	MPF_I
SAMN09013516	4	4	MPF_type	MPF_T
SAMN09013518	1	1	relaxase_type	MOBP1
SAMN09013518	1	1	MPF_type	MPF_F
SAMN09013519	1	1	relaxase_type	MOBF
SAMN09013519	1	1	virb4	virb4
SAMN09013519	11	10	MPF_type	MPF_F
SAMN09013571	1	1	relaxase_type	MOBP1
SAMN09013571	4	1	MPF_type	MPF_F
SAMN09013572	1	1	relaxase_type	MOBF
SAMN09013572	1	1	relaxase_type	MOBP1
SAMN09013572	15	15	MPF_type	MPF_I
SAMN09013573	1	1	relaxase_type	MOBF
SAMN09013573	1	1	relaxase_type	MOBP1
SAMN09013573	1	1	relaxase_type	MOBQ
SAMN09013573	1	1	virb4	virb4
SAMN09013573	10	10	MPF_type	MPF_F
SAMN09013574	2	1	relaxase_type	MOBP1
SAMN09013574	15	15	MPF_type	MPF_I
SAMN09013578	2	1	relaxase_type	MOBP1
SAMN09013578	1	1	virb4	virb4
SAMN09013578	2	2	MPF_type	MPF_F
SAMN09013578	6	6	MPF_type	MPF_T
SAMN09098779	1	1	relaxase_type	MOBF
SAMN09098779	1	1	virb4	virb4
SAMN09098779	10	10	MPF_type	MPF_F
SAMN09098782	1	1	MPF_type	MPF_F
SAMN09098787	1	1	relaxase_type	MOBF
SAMN09098787	2	1	relaxase_type	MOBP1
SAMN09098787	1	1	virb4	virb4
SAMN09098787	2	2	MPF_type	MPF_F
SAMN09098787	15	15	MPF_type	MPF_I
SAMN09098787	6	6	MPF_type	MPF_T
SAMN09098792	1	1	relaxase_type	MOBF
SAMN09098792	1	1	relaxase_type	MOBP1
SAMN09098792	1	1	virb4	virb4
SAMN09098792	11	10	MPF_type	MPF_F
SAMN09098794	1	1	relaxase_type	MOBF
SAMN09098794	1	1	relaxase_type	MOBP1
SAMN09098794	1	1	virb4	virb4
SAMN09098794	10	10	MPF_type	MPF_F
SAMN09098797	1	1	relaxase_type	MOBP1
SAMN09098800	1	1	relaxase_type	MOBF
SAMN09098800	1	1	virb4	virb4
SAMN09098800	10	10	MPF_type	MPF_F
SAMN09195610	1	1	relaxase_type	MOBF
SAMN09195610	1	1	relaxase_type	MOBP1
SAMN09195610	1	1	virb4	virb4
SAMN09195610	10	10	MPF_type	MPF_F
SAMN09195612	1	1	relaxase_type	MOBF
SAMN09195612	1	1	virb4	virb4
SAMN09195612	11	10	MPF_type	MPF_F
SAMN09195612	1	1	MPF_type	MPF_T
SAMN09195613	2	1	relaxase_type	MOBP1
SAMN09195613	15	15	MPF_type	MPF_I
SAMN09195614	1	1	relaxase_type	MOBF
SAMN09195614	1	1	relaxase_type	MOBP1
SAMN09195614	2	1	virb4	virb4
SAMN09195614	10	10	MPF_type	MPF_F
SAMN09195614	6	6	MPF_type	MPF_T
SAMN09195623	1	1	relaxase_type	MOBP1
SAMN09195623	2	1	MPF_type	MPF_F
SAMN09195623	6	6	MPF_type	MPF_T
SAMN09195624	1	1	relaxase_type	MOBF
SAMN09195624	1	1	relaxase_type	MOBP1
SAMN09195624	1	1	virb4	virb4
SAMN09195624	13	10	MPF_type	MPF_F
SAMN09195624	1	1	MPF_type	MPF_T
SAMN09195625	1	1	relaxase_type	MOBF
SAMN09195625	1	1	relaxase_type	MOBP1
SAMN09195625	1	1	MPF_type	MPF_T
SAMN09195626	1	1	relaxase_type	MOBF
SAMN09195626	2	1	relaxase_type	MOBP1
SAMN09195626	1	1	virb4	virb4
SAMN09195626	12	10	MPF_type	MPF_F
SAMN09195626	15	15	MPF_type	MPF_I
SAMN09195627	1	1	relaxase_type	MOBF
SAMN09195627	1	1	relaxase_type	MOBQ
SAMN09195627	11	7	MPF_type	MPF_F
SAMN09195629	1	1	relaxase_type	MOBQ
SAMN09195629	2	1	MPF_type	MPF_F
SAMN09233719	1	1	relaxase_type	MOBF
SAMN09233719	1	1	relaxase_type	MOBQ
SAMN09233719	1	1	virb4	virb4
SAMN09233719	4	4	MPF_type	MPF_F
SAMN09233719	1	1	MPF_type	MPF_T
SAMN09233722	1	1	relaxase_type	MOBF
SAMN09233722	2	1	relaxase_type	MOBP1
SAMN09233722	3	1	virb4	virb4
SAMN09233722	13	10	MPF_type	MPF_F
SAMN09233722	8	7	MPF_type	MPF_T
SAMN09233724	3	1	MPF_type	MPF_F
SAMN09233726	1	1	relaxase_type	MOBF
SAMN09233726	1	1	virb4	virb4
SAMN09233726	10	10	MPF_type	MPF_F
SAMN09233726	1	1	MPF_type	MPF_T
SAMN09233768	1	1	relaxase_type	MOBF
SAMN09233768	1	1	relaxase_type	MOBP1
SAMN09233768	1	1	relaxase_type	MOBQ
SAMN09233768	2	1	virb4	virb4
SAMN09233768	11	10	MPF_type	MPF_F
SAMN09233768	6	6	MPF_type	MPF_T
SAMN09242588	3	1	relaxase_type	MOBP1
SAMN09242588	2	1	MPF_type	MPF_F
SAMN09242588	1	1	MPF_type	MPF_T
SAMN09242595	2	1	relaxase_type	MOBP1
SAMN09242595	2	1	MPF_type	MPF_F
SAMN09242595	1	1	MPF_type	MPF_T
SAMN09242600	3	1	relaxase_type	MOBP1
SAMN09242600	2	1	MPF_type	MPF_F
SAMN09242600	1	1	MPF_type	MPF_T
SAMN09242612	1	1	relaxase_type	MOBP1
SAMN09242612	6	5	MPF_type	MPF_F
SAMN09242612	12	12	MPF_type	MPF_I
SAMN09242616	1	1	relaxase_type	MOBP1
SAMN09242616	2	1	MPF_type	MPF_F
SAMN09242616	1	1	MPF_type	MPF_T
SAMN09242644	2	1	relaxase_type	MOBP1
SAMN09242644	2	1	MPF_type	MPF_F
SAMN09242644	1	1	MPF_type	MPF_T
SAMN09242645	1	1	relaxase_type	MOBP1
SAMN09242645	2	1	MPF_type	MPF_F
SAMN09242645	1	1	MPF_type	MPF_T
SAMN09242649	3	1	relaxase_type	MOBP1
SAMN09242649	3	1	MPF_type	MPF_F
SAMN09242649	1	1	MPF_type	MPF_T
SAMN09242904	2	1	relaxase_type	MOBF
SAMN09242904	1	1	relaxase_type	MOBP1
SAMN09242904	1	1	virb4	virb4
SAMN09242904	14	10	MPF_type	MPF_F
SAMN09242904	15	15	MPF_type	MPF_I
SAMN09242904	2	2	MPF_type	MPF_T
SAMN09242911	1	1	relaxase_type	MOBP1
SAMN09242911	2	1	MPF_type	MPF_F
SAMN09242911	1	1	MPF_type	MPF_T
